drug_a,drug_b,rr_a,rr_b,strength,n_ab,n_abz,omega,omega_lower,omega_add,omega_add_lower,signals_additive,signals_multiplicative,at_positive_control_strength
INFLUENZA VIRUS VACCINE,LEVETIRACETAM,22.048,8.338,7.522,40,15,0.405346,-0.416377,2.404006,1.582283,1,0,1
INFLUENZA VIRUS VACCINE,LEVOFLOXACIN,22.048,3.014,6.054,35,0,-3.273985,-13.265872,-2.163514,-12.155402,0,0,0
INFLUENZA VIRUS VACCINE,LISINOPRIL,22.048,2.046,5.495,97,27,1.654911,1.059343,2.422886,1.827318,1,1,0
INFLUENZA VIRUS VACCINE,LOSARTAN,22.048,3.581,6.303,40,16,1.420183,0.627255,2.702146,1.909218,1,1,0
INFLUENZA VIRUS VACCINE,METFORMIN,22.048,3.129,6.108,115,42,1.523641,1.054153,2.766792,2.297304,1,1,0
INFLUENZA VIRUS VACCINE,MIRTAZAPINE,22.048,6.09,7.069,22,0,-3.435276,-13.427164,-1.793736,-11.785624,0,0,1
INFLUENZA VIRUS VACCINE,OLANZAPINE,22.048,7.085,7.287,57,0,-4.847235,-14.839123,-2.930992,-12.922879,0,0,1
INFLUENZA VIRUS VACCINE,OMEPRAZOLE,22.048,2.41,5.732,107,28,1.359119,0.775171,2.325495,1.741548,1,1,0
INFLUENZA VIRUS VACCINE,PAROXETINE,22.048,3.769,6.377,20,3,-0.015997,-2.06644,1.198094,-0.852349,0,0,0
INFLUENZA VIRUS VACCINE,PHENYTOIN,22.048,2.363,5.703,25,0,-2.579747,-12.571635,-1.773349,-11.765237,0,0,0
INFLUENZA VIRUS VACCINE,PRAVASTATIN,22.048,19.02,8.712,29,1,-3.215902,-7.013129,-0.951463,-4.74869,0,0,1
INFLUENZA VIRUS VACCINE,PREGABALIN,22.048,2.112,5.541,74,8,0.245502,-0.922776,1.07278,-0.095498,0,0,0
INFLUENZA VIRUS VACCINE,QUETIAPINE,22.048,5.557,6.937,32,0,-3.851038,-13.842926,-2.175706,-12.167594,0,0,1
INFLUENZA VIRUS VACCINE,RAMIPRIL,22.048,4.296,6.566,53,24,1.421305,0.786388,2.903084,2.268167,1,1,1
INFLUENZA VIRUS VACCINE,ROSUVASTATIN,22.048,28.71,9.306,100,23,-1.172656,-1.822462,1.124244,0.474438,1,0,1
INFLUENZA VIRUS VACCINE,SIMVASTATIN,22.048,48.584,10.065,174,136,0.484662,0.231896,2.418463,2.165696,1,1,1
INFLUENZA VIRUS VACCINE,SPIRONOLACTONE,22.048,4.424,6.608,28,25,2.271807,1.650831,3.691599,3.070624,1,1,1
INFLUENZA VIRUS VACCINE,SULFAMETHOXAZOLE,22.048,2.12,5.547,53,4,-0.218504,-1.955262,0.567284,-1.169474,0,0,0
INFLUENZA VIRUS VACCINE,TORSEMIDE,22.048,3.87,6.415,28,8,0.869361,-0.298917,2.130278,0.962,1,0,1
INFLUENZA VIRUS VACCINE,TOZINAMERAN,22.048,2.347,5.694,54,0,-3.375852,-13.367739,-2.637018,-12.628905,0,0,0
INFLUENZA VIRUS VACCINE,TRAMADOL,22.048,2.907,6.002,67,0,-4.080476,-14.072364,-2.932111,-12.923999,0,0,0
INFLUENZA VIRUS VACCINE,TRIMETHOPRIM,22.048,2.136,5.558,63,4,-0.448239,-2.184996,0.355269,-1.381488,0,0,0
INFLUENZA VIRUS VACCINE,UNSPECIFIED INGREDIENT,22.048,2.492,5.78,45,2,-1.051728,-3.640368,-0.10496,-2.6936,0,0,0
INFLUENZA VIRUS VACCINE,VALPROIC ACID,22.048,4.357,6.586,42,0,-3.902194,-13.894082,-2.435386,-12.427274,0,0,1
INFLUENZA VIRUS VACCINE,VENLAFAXINE,22.048,4.117,6.504,35,0,-3.62616,-13.618048,-2.213978,-12.205865,0,0,1
INFLUENZA VIRUS VACCINE,VERAPAMIL,22.048,5.695,6.972,21,0,-3.287773,-13.279661,-1.731488,-11.723376,0,0,1
INFLUENZA VIRUS VACCINE,ZOPICLONE,22.048,8.45,7.542,73,3,-2.45599,-4.506433,-0.499823,-2.550266,0,0,1
INFLUENZA VIRUS VACCINE QUADRIVALENT TYPE A B,TOZINAMERAN,2.521,2.347,2.565,26,0,-0.61803,-10.609918,-0.5014,-10.493288,0,0,0
INSULIN NOS,IRBESARTAN,5.669,4.805,4.768,55,0,-2.764679,-12.756567,-1.656825,-11.648713,0,0,0
INSULIN NOS,IRON,5.669,2.262,3.681,60,0,-1.962234,-11.954122,-1.44279,-11.434678,0,0,0
INSULIN NOS,KETOCONAZOLE,5.669,5.121,4.86,21,0,-1.756416,-11.748304,-0.887198,-10.879086,0,0,0
INSULIN NOS,LAMOTRIGINE,5.669,2.679,3.925,65,0,-2.316224,-12.308112,-1.572232,-11.56412,0,0,0
INSULIN NOS,LEVETIRACETAM,5.669,8.338,5.563,94,18,1.090743,0.347631,2.61197,1.868859,1,1,0
INSULIN NOS,LEVOFLOXACIN,5.669,3.014,4.095,45,0,-2.034044,-12.025932,-1.280211,-11.272099,0,0,0
INSULIN NOS,LINEZOLID,5.669,2.432,3.785,33,0,-1.505698,-11.497586,-0.977014,-10.968901,0,0,0
INSULIN NOS,LISINOPRIL,5.669,2.046,3.536,305,29,2.004023,1.43106,2.640311,2.067348,1,1,0
INSULIN NOS,LITHIUM,5.669,5.599,4.988,37,0,-2.475575,-12.467463,-1.361763,-11.353651,0,0,0
INSULIN NOS,LOPINAVIR,5.669,3.435,4.284,30,0,-1.735744,-11.727632,-1.003404,-10.995292,0,0,0
INSULIN NOS,LORAZEPAM,5.669,5.21,4.885,126,1,-2.316571,-6.113799,-1.034213,-4.83144,0,0,0
INSULIN NOS,LOSARTAN,5.669,3.581,4.344,180,19,1.399493,0.678122,2.450136,1.728766,1,1,0
INSULIN NOS,LOVASTATIN,5.669,35.045,7.634,36,13,0.347737,-0.541887,1.966653,1.077029,1,0,1
INSULIN NOS,MAGNESIUM,5.669,3.415,4.275,46,0,-2.120661,-12.112549,-1.342961,-11.334849,0,0,0
INSULIN NOS,MELOXICAM,5.669,2.117,3.585,24,0,-1.115242,-11.107129,-0.742482,-10.73437,0,0,0
INSULIN NOS,MEROPENEM,5.669,2.368,3.747,57,0,-2.020054,-12.011942,-1.41012,-11.402008,0,0,0
INSULIN NOS,METFORMIN,5.669,3.129,4.149,2082,42,-0.22956,-0.699048,0.319955,-0.149533,0,0,0
INSULIN NOS,METHADONE,5.669,3.42,4.277,20,0,-1.357983,-11.349871,-0.738606,-10.730494,0,0,0
INSULIN NOS,METHYLENE BLUE,5.669,26.474,7.23,96,6,-1.487405,-2.863394,-0.038808,-1.414797,0,0,1
INSULIN NOS,METOLAZONE,5.669,3.305,4.228,28,0,-1.566383,-11.558271,-0.943087,-10.934975,0,0,0
INSULIN NOS,MIDAZOLAM,5.669,7.868,5.479,51,0,-3.241741,-13.233629,-1.864812,-11.8567,0,0,0
INSULIN NOS,MIRTAZAPINE,5.669,6.09,5.11,102,0,-3.822029,-13.813917,-2.468605,-12.460493,0,0,0
INSULIN NOS,NADROPARIN,5.669,5.372,4.929,28,0,-1.98665,-11.978538,-1.112232,-11.10412,0,0,0
INSULIN NOS,NEBIVOLOL,5.669,3.882,4.46,43,0,-2.22836,-12.220247,-1.333126,-11.325014,0,0,0
INSULIN NOS,NICARDIPINE,5.669,5.256,4.897,30,0,-2.129532,-12.12142,-1.157306,-11.149194,0,0,0
INSULIN NOS,NIFEDIPINE,5.669,3.343,4.244,313,0,-4.41453,-14.406418,-3.506322,-13.49821,0,0,0
INSULIN NOS,NOREPINEPHRINE,5.669,13.03,6.207,263,11,-1.176716,-2.153253,0.184791,-0.791746,0,0,0
INSULIN NOS,OLANZAPINE,5.669,7.085,5.328,79,0,-3.701301,-13.693189,-2.274159,-12.266047,0,0,0
INSULIN NOS,OLMESARTAN MEDOXOMIL,5.669,2.141,3.601,21,0,-1.026953,-11.018841,-0.669902,-10.66179,0,0,0
INSULIN NOS,OMEGA 3 FATTY ACIDS,5.669,3.775,4.42,21,0,-1.365783,-11.357671,-0.793116,-10.785004,0,0,0
INSULIN NOS,OMEPRAZOLE,5.669,2.41,3.772,346,19,1.024148,0.302778,1.810112,1.088742,1,1,0
INSULIN NOS,OXAZEPAM,5.669,9.713,5.783,34,0,-2.983661,-12.975549,-1.594873,-11.586761,0,0,0
INSULIN NOS,PAROXETINE,5.669,3.769,4.417,63,0,-2.663246,-12.655134,-1.676568,-11.668456,0,0,0
INSULIN NOS,PERINDOPRIL,5.669,5.281,4.904,68,0,-3.116378,-13.108265,-1.924494,-11.916382,0,0,0
INSULIN NOS,PIOGLITAZONE,5.669,2.049,3.538,124,9,1.511378,0.418311,2.096615,1.003549,1,1,0
INSULIN NOS,PIPERACILLIN,5.669,2.854,4.016,79,0,-2.598053,-12.589941,-1.789053,-11.780941,0,0,0
INSULIN NOS,PRAVASTATIN,5.669,19.02,6.753,79,3,-1.983553,-4.033996,-0.319158,-2.369602,0,0,1
INSULIN NOS,PREGABALIN,5.669,2.112,3.581,112,11,1.836698,0.860161,2.474527,1.497989,1,1,0
INSULIN NOS,PROMETHAZINE,5.669,3.407,4.272,27,0,-1.624361,-11.616249,-0.926821,-10.918709,0,0,0
INSULIN NOS,PROPOFOL,5.669,16.555,6.552,84,0,-4.729102,-14.72099,-3.064758,-13.056646,0,0,1
INSULIN NOS,PYRIDOXINE,5.669,2.3,3.705,175,0,-3.136101,-13.127988,-2.594444,-12.586332,0,0,0
INSULIN NOS,QUETIAPINE,5.669,5.557,4.978,169,0,-4.382647,-14.374535,-3.025359,-13.017247,0,0,0
INSULIN NOS,QUINAPRIL,5.669,3.502,4.311,22,13,3.319594,2.429971,3.953452,3.063829,1,1,0
INSULIN NOS,RAMIPRIL,5.669,4.296,4.606,158,0,-3.949089,-13.940977,-2.776865,-12.768753,0,0,0
INSULIN NOS,REPAGLINIDE,5.669,5.844,5.05,39,0,-2.532897,-12.524784,-1.429888,-11.421776,0,0,0
INSULIN NOS,RISPERIDONE,5.669,4.536,4.685,94,0,-3.386265,-13.378153,-2.194023,-12.185911,0,0,0
INSULIN NOS,ROSUVASTATIN,5.669,28.71,7.347,185,20,-0.883104,-1.584473,0.628715,-0.072654,0,0,1
INSULIN NOS,SERTRALINE,5.669,3.896,4.465,84,0,-3.056467,-13.048355,-1.99029,-11.982178,0,0,0
INSULIN NOS,SIMVASTATIN,5.669,48.584,8.106,237,56,-0.037337,-0.440124,1.088091,0.685305,1,0,1
INSULIN NOS,SITAGLIPTIN,5.669,3.173,4.169,183,1,-2.18413,-5.981357,-1.207995,-5.005223,0,0,0
INSULIN NOS,SODIUM BICARBONATE,5.669,3.91,4.47,219,4,-1.011818,-2.748576,0.038331,-1.698427,0,0,0
INSULIN NOS,SODIUM POLYSTYRENE SULFONATE,5.669,9.111,5.691,20,0,-2.196006,-12.187894,-1.096832,-11.08872,0,0,0
INSULIN NOS,SPIRONOLACTONE,5.669,4.424,4.649,185,15,0.780884,-0.040839,1.962933,1.141209,1,0,0
INSULIN NOS,SUFENTANIL,5.669,4.911,4.799,22,0,-1.755641,-11.747529,-0.903742,-10.89563,0,0,0
INSULIN NOS,SULFAMETHOXAZOLE,5.669,2.12,3.587,122,0,-2.777244,-12.769132,-2.144945,-12.136833,0,0,0
INSULIN NOS,TAZOBACTAM,5.669,2.627,3.897,77,0,-2.47429,-12.466177,-1.731855,-11.723742,0,0,0
INSULIN NOS,TELMISARTAN,5.669,5.081,4.848,43,0,-2.531843,-12.52373,-1.450205,-11.442093,0,0,0
INSULIN NOS,TERAZOSIN,5.669,4.193,4.571,23,14,3.240199,2.386456,3.976493,3.12275,1,1,0
INSULIN NOS,THIAMINE,5.669,5.877,5.058,31,1,-0.688048,-4.485276,0.351693,-3.445534,0,0,0
INSULIN NOS,TICAGRELOR,5.669,9.979,5.822,33,0,-2.991771,-12.983658,-1.583732,-11.57562,0,0,0
INSULIN NOS,TORSEMIDE,5.669,3.87,4.455,75,11,1.658317,0.68178,2.657084,1.680546,1,1,0
INSULIN NOS,TRAMADOL,5.669,2.907,4.043,151,1,-1.850206,-5.647434,-0.932982,-4.73021,0,0,0
INSULIN NOS,TRANEXAMIC ACID,5.669,2.236,3.664,20,0,-1.007169,-10.999056,-0.651396,-10.643284,0,0,0
INSULIN NOS,TRAZODONE,5.669,4.253,4.592,116,1,-1.95326,-5.750487,-0.814708,-4.611935,0,0,0
INSULIN NOS,TRIMETHOPRIM,5.669,2.136,3.598,98,0,-2.527694,-12.519582,-1.909172,-11.90106,0,0,0
INSULIN NOS,UNSPECIFIED INGREDIENT,5.669,2.492,3.821,152,1,-1.658004,-5.455231,-0.874011,-4.671238,0,0,0
INSULIN NOS,URAPIDIL,5.669,12.073,6.097,20,0,-2.542146,-12.534033,-1.253165,-11.245052,0,0,0
INSULIN NOS,URSODIOL,5.669,2.199,3.64,122,0,-2.686556,-12.678444,-2.157878,-12.149765,0,0,0
INSULIN NOS,VALPROIC ACID,5.669,4.357,4.626,20,0,-1.570315,-11.562203,-0.804025,-10.795913,0,0,0
INSULIN NOS,VASOPRESSIN,5.669,13.641,6.273,116,7,-0.7881,-2.048335,0.617518,-0.642717,0,0,0
INSULIN NOS,VENLAFAXINE,5.669,4.117,4.545,134,0,-3.704341,-13.696229,-2.552146,-12.544034,0,0,0
INSULIN NOS,VERAPAMIL,5.669,5.695,5.013,63,6,0.579029,-0.79696,1.813592,0.437603,1,0,0
INSULIN NOS,VILDAGLIPTIN,5.669,3.993,4.501,50,0,-2.411908,-12.403795,-1.480123,-11.472011,0,0,0
INSULIN NOS,VORICONAZOLE,5.669,4.655,4.722,27,0,-1.930581,-11.922468,-1.028768,-11.020656,0,0,0
INSULIN NOS,ZOLPIDEM,5.669,4.117,4.545,113,0,-3.478223,-13.470111,-2.351212,-12.343099,0,0,0
INSULIN NOS,ZOPICLONE,5.669,8.45,5.582,41,0,-3.054803,-13.046691,-1.688307,-11.680195,0,0,0
INTERFERON ALFA 2A OR INTERFERON ALFA 2B,LOPINAVIR,2.034,3.435,2.805,20,0,-0.606234,-10.598121,-0.453475,-10.445363,0,0,0
INTERFERON BETA,LOPINAVIR,2.556,3.435,3.135,91,0,-1.750872,-11.74276,-1.524583,-11.516471,0,0,0
IOMEPROL,LEVETIRACETAM,2.367,8.338,4.303,29,0,-1.601337,-11.593224,-1.112974,-11.104862,0,0,0
IOMEPROL,LEVOFLOXACIN,2.367,3.014,2.835,21,0,-0.67632,-10.668208,-0.464826,-10.456714,0,0,0
IOMEPROL,LINEZOLID,2.367,2.432,2.525,27,1,0.888556,-2.908672,1.075181,-2.722046,0,0,0
IOMEPROL,MEROPENEM,2.367,2.368,2.487,35,0,-0.828951,-10.820839,-0.623078,-10.614966,0,0,0
IOMEPROL,METFORMIN,2.367,3.129,2.889,47,0,-1.227201,-11.219088,-0.905472,-10.89736,0,0,0
IOMEPROL,MIDAZOLAM,2.367,7.868,4.219,21,0,-1.281165,-11.273053,-0.849094,-10.840982,0,0,0
IOMEPROL,NEFOPAM,2.367,4.579,3.438,35,0,-1.261004,-11.252892,-0.895293,-10.887181,0,0,0
IOMEPROL,NOREPINEPHRINE,2.367,13.03,4.947,28,0,-1.908219,-11.900107,-1.414508,-11.406396,0,0,0
IOMEPROL,PIPERACILLIN,2.367,2.854,2.756,115,0,-1.895646,-11.887533,-1.587632,-11.57952,0,0,0
IOMEPROL,PROPOFOL,2.367,16.555,5.292,55,0,-2.644625,-12.636513,-2.342896,-12.334784,0,0,0
IOMEPROL,RAMIPRIL,2.367,4.296,3.346,38,0,-1.289657,-11.281545,-0.917796,-10.909684,0,0,0
IOMEPROL,SPIRONOLACTONE,2.367,4.424,3.388,22,0,-0.920422,-10.912309,-0.610175,-10.602063,0,0,0
IOMEPROL,SUCCINYLCHOLINE,2.367,21.597,5.676,20,0,-2.03,-12.021888,-1.53497,-11.526858,0,0,0
IOMEPROL,SUFENTANIL,2.367,4.911,3.539,52,0,-1.636912,-11.6288,-1.231955,-11.223843,0,0,0
IOMEPROL,SULFAMETHOXAZOLE,2.367,2.12,2.327,37,0,-0.799857,-10.791745,-0.616444,-10.608332,0,0,0
IOMEPROL,TAZOBACTAM,2.367,2.627,2.636,115,0,-1.828132,-11.82002,-1.534949,-11.526837,0,0,0
IOMEPROL,TRIMETHOPRIM,2.367,2.136,2.338,37,0,-0.804333,-10.796221,-0.618755,-10.610642,0,0,0
IOMEPROL,VERAPAMIL,2.367,5.695,3.753,25,0,-1.176157,-11.168045,-0.790398,-10.782286,0,0,0
IPRAGLIFLOZIN L PROLINE,METFORMIN,9.745,3.129,4.93,37,2,0.309581,-2.279059,0.828561,-1.76008,0,0,0
IPRAGLIFLOZIN L PROLINE,SITAGLIPTIN,9.745,3.173,4.951,61,1,-0.765345,-4.562572,-0.416527,-4.213755,0,0,0
IPRAGLIFLOZIN L PROLINE,TELMISARTAN,9.745,5.081,5.63,26,0,-2.013038,-12.004926,-1.313482,-11.305369,0,0,0
IRBESARTAN,ISOSORBIDE MONONITRATE,4.805,3.216,3.95,59,0,-2.167994,-12.159882,-1.439226,-11.431114,0,0,0
IRBESARTAN,KETOPROFEN,4.805,3.388,4.025,69,4,0.75012,-0.986638,1.560719,-0.176039,0,0,0
IRBESARTAN,LAMOTRIGINE,4.805,2.679,3.686,80,0,-2.375754,-12.367642,-1.652253,-11.644141,0,0,0
IRBESARTAN,LERCANIDIPINE,4.805,7.594,5.189,404,5,-1.933889,-3.461354,-0.864652,-2.392117,0,0,0
IRBESARTAN,LEVETIRACETAM,4.805,8.338,5.324,90,2,-1.58233,-4.170971,-0.14162,-2.73026,0,0,0
IRBESARTAN,LEVOFLOXACIN,4.805,3.014,3.856,86,3,0.214875,-1.835569,1.032013,-1.01843,0,0,0
IRBESARTAN,LEVOMEPROMAZINE,4.805,10.622,5.673,28,0,-2.660968,-12.652856,-1.416427,-11.408315,0,0,0
IRBESARTAN,LISINOPRIL,4.805,2.046,3.297,151,0,-2.808447,-12.800335,-2.217364,-12.209252,0,0,0
IRBESARTAN,LITHIUM,4.805,5.599,4.75,90,7,0.529126,-0.731109,1.73783,0.477595,1,0,0
IRBESARTAN,LORAZEPAM,4.805,5.21,4.646,134,0,-3.810095,-13.801983,-2.582983,-12.574871,0,0,0
IRBESARTAN,LORMETAZEPAM,4.805,12.872,5.951,41,4,-0.163924,-1.900682,1.234344,-0.502413,0,0,0
IRBESARTAN,LOSARTAN,4.805,3.581,4.105,137,0,-3.363741,-13.355628,-2.373289,-12.365177,0,0,0
IRBESARTAN,LOXAPINE,4.805,19.648,6.561,39,4,-0.602677,-2.339434,0.913036,-0.823722,0,0,1
IRBESARTAN,MAGNESIUM,4.805,3.415,4.036,20,0,-1.202842,-11.19473,-0.675068,-10.666956,0,0,0
IRBESARTAN,MANIDIPINE,4.805,8.773,5.398,29,4,0.94863,-0.788127,1.843792,0.107035,1,0,0
IRBESARTAN,MELOXICAM,4.805,2.117,3.347,81,0,-2.100245,-12.092133,-1.576337,-11.568225,0,0,0
IRBESARTAN,MEMANTINE,4.805,2.99,3.845,30,0,-1.454049,-11.445937,-0.881538,-10.873426,0,0,0
IRBESARTAN,METFORMIN,4.805,3.129,3.91,1777,35,-0.340879,-0.858586,0.451676,-0.066031,0,0,0
IRBESARTAN,METOLAZONE,4.805,3.305,3.989,31,0,-1.519629,-11.511517,-0.934117,-10.926005,0,0,0
IRBESARTAN,MIANSERIN,4.805,6.236,4.905,90,4,-0.229755,-1.966512,0.926833,-0.809924,0,0,0
IRBESARTAN,MIRTAZAPINE,4.805,6.09,4.871,146,0,-4.114551,-14.106439,-2.801096,-12.792984,0,0,0
IRBESARTAN,MOXONIDINE,4.805,6.623,4.992,77,2,-0.764899,-3.353539,0.211578,-2.377062,0,0,0
IRBESARTAN,NEBIVOLOL,4.805,3.882,4.221,334,22,1.01003,0.344275,1.95468,1.288926,1,1,0
IRBESARTAN,NEFOPAM,4.805,4.579,4.46,57,0,-2.511265,-12.503153,-1.572784,-11.564672,0,0,0
IRBESARTAN,NICARDIPINE,4.805,5.256,4.658,144,2,-1.409135,-3.997775,-0.354204,-2.942844,0,0,0
IRBESARTAN,NICORANDIL,4.805,7.278,5.128,38,3,0.312667,-1.737776,1.353025,-0.697418,0,0,0
IRBESARTAN,NIFEDIPINE,4.805,3.343,4.006,170,2,-1.188339,-3.77698,-0.268129,-2.85677,0,0,0
IRBESARTAN,OFLOXACIN,4.805,3.227,3.955,58,0,-2.163209,-12.155096,-1.425034,-11.416922,0,0,0
IRBESARTAN,OLANZAPINE,4.805,7.085,5.089,91,1,-2.12837,-5.925597,-0.764077,-4.561304,0,0,0
IRBESARTAN,OLMESARTAN MEDOXOMIL,4.805,2.141,3.363,69,1,-0.368939,-4.166167,0.154577,-3.642651,0,0,0
IRBESARTAN,OMEPRAZOLE,4.805,2.41,3.533,492,4,-1.371982,-3.10874,-0.599264,-2.336022,0,0,0
IRBESARTAN,OPIUM,4.805,16.613,6.319,28,1,-1.556588,-5.353815,-0.164534,-3.961761,0,0,0
IRBESARTAN,OXAZEPAM,4.805,9.713,5.544,159,13,-0.0072,-0.896824,1.450158,0.560534,1,0,0
IRBESARTAN,OXCARBAZEPINE,4.805,2.403,3.529,25,0,-1.121736,-11.113624,-0.714833,-10.706721,0,0,0
IRBESARTAN,PAROXETINE,4.805,3.769,4.178,231,0,-4.111028,-14.102916,-3.04072,-13.032608,0,0,0
IRBESARTAN,PERINDOPRIL,4.805,5.281,4.665,105,0,-3.47611,-13.467998,-2.305159,-12.297047,0,0,0
IRBESARTAN,PERINDOPRIL ERBUMINE,4.805,5.707,4.777,24,0,-1.822498,-11.814386,-0.958525,-10.950413,0,0,0
IRBESARTAN,PHLOROGLUCINOL,4.805,2.894,3.797,27,0,-1.277759,-11.269647,-0.80518,-10.797067,0,0,0
IRBESARTAN,PIOGLITAZONE,4.805,2.049,3.299,43,0,-1.445524,-11.437412,-1.028609,-11.020497,0,0,0
IRBESARTAN,PIPERACILLIN,4.805,2.854,3.777,27,0,-1.325215,-11.317103,-0.801468,-10.793356,0,0,0
IRBESARTAN,PIROXICAM,4.805,4.877,4.55,24,4,1.503058,-0.233699,2.273882,0.537125,1,0,0
IRBESARTAN,POLYETHYLENE GLYCOL 4000,4.805,7.244,5.121,24,4,1.187478,-0.549279,2.102496,0.365739,1,0,0
IRBESARTAN,POSACONAZOLE,4.805,2.899,3.8,22,0,-1.160617,-11.152504,-0.686551,-10.678439,0,0,0
IRBESARTAN,PRAVASTATIN,4.805,19.02,6.514,188,3,-2.95935,-5.009793,-1.420026,-3.47047,0,0,1
IRBESARTAN,PRAZOSIN,4.805,3.009,3.854,57,4,1.162317,-0.57444,1.788663,0.051906,1,0,0
IRBESARTAN,PREGABALIN,4.805,2.112,3.343,281,26,2.080724,1.472837,2.751618,2.143732,1,1,0
IRBESARTAN,PROPAFENONE,4.805,4.853,4.543,22,0,-1.590432,-11.58232,-0.837554,-10.829442,0,0,0
IRBESARTAN,PROPOFOL,4.805,16.555,6.314,23,0,-2.94944,-12.941328,-1.553383,-11.545271,0,0,0
IRBESARTAN,QUETIAPINE,4.805,5.557,4.739,112,0,-3.690374,-13.682261,-2.414911,-12.406799,0,0,0
IRBESARTAN,RABEPRAZOLE,4.805,2.135,3.359,139,0,-2.720429,-12.712317,-2.141323,-12.133211,0,0,0
IRBESARTAN,RALTEGRAVIR,4.805,4.145,4.316,25,0,-1.58172,-11.573608,-0.86492,-10.856808,0,0,0
IRBESARTAN,RAMIPRIL,4.805,4.296,4.368,314,5,-1.20088,-2.728345,-0.065526,-1.592992,0,0,0
IRBESARTAN,REPAGLINIDE,4.805,5.844,4.811,104,0,-3.49879,-13.490678,-2.363565,-12.355453,0,0,0
IRBESARTAN,RIFAMPIN,4.805,2.819,3.76,63,2,0.174333,-2.414307,0.875948,-1.712692,0,0,0
IRBESARTAN,RILMENIDINE,4.805,22.512,6.757,118,5,-1.619835,-3.147301,-0.3305,-1.857965,0,0,1
IRBESARTAN,RISPERIDONE,4.805,4.536,4.446,132,0,-3.639225,-13.631113,-2.4724,-12.464288,0,0,0
IRBESARTAN,ROSUVASTATIN,4.805,28.71,7.108,532,24,-1.755819,-2.390736,-0.564745,-1.199662,0,0,1
IRBESARTAN,SAW PALMETTO,4.805,2.495,3.583,30,0,-1.160571,-11.152459,-0.832637,-10.824525,0,0,0
IRBESARTAN,SERTRALINE,4.805,3.896,4.227,177,7,0.088921,-1.171314,1.177354,-0.082881,0,0,0
IRBESARTAN,SILODOSIN,4.805,3.689,4.148,39,11,2.658204,1.681666,3.381069,2.404531,1,1,0
IRBESARTAN,SIMVASTATIN,4.805,48.584,7.867,288,11,-2.735917,-3.712455,-1.461645,-2.438182,0,0,1
IRBESARTAN,SIROLIMUS,4.805,2.843,3.772,24,0,-1.221297,-11.213185,-0.730593,-10.722481,0,0,0
IRBESARTAN,SITAGLIPTIN,4.805,3.173,3.93,411,5,-1.170765,-2.698231,-0.224343,-1.751808,0,0,0
IRBESARTAN,SODIUM BICARBONATE,4.805,3.91,4.232,56,0,-2.369055,-12.360943,-1.477791,-11.469679,0,0,0
IRBESARTAN,SODIUM POLYSTYRENE SULFONATE,4.805,9.111,5.452,20,0,-2.051121,-12.043008,-1.047804,-11.039692,0,0,0
IRBESARTAN,SPIRAMYCIN,4.805,6.781,5.026,30,11,2.344216,1.367679,3.31424,2.337702,1,1,0
IRBESARTAN,SPIRONOLACTONE,4.805,4.424,4.41,587,3,-2.65551,-4.705953,-1.582216,-3.632659,0,0,0
IRBESARTAN,SULFAMETHOXAZOLE,4.805,2.12,3.349,180,3,-0.255876,-2.306319,0.372585,-1.677858,0,0,0
IRBESARTAN,TAZOBACTAM,4.805,2.627,3.658,26,0,-1.225052,-11.21694,-0.757871,-10.749759,0,0,0
IRBESARTAN,TELMISARTAN,4.805,5.081,4.61,60,0,-2.749211,-12.741099,-1.679425,-11.671313,0,0,0
IRBESARTAN,TERAZOSIN,4.805,4.193,4.332,20,0,-1.358373,-11.350261,-0.732006,-10.723894,0,0,0
IRBESARTAN,THEOPHYLLINE,4.805,7.874,5.241,53,0,-3.08004,-13.071928,-1.830922,-11.82281,0,0,0
IRBESARTAN,TIAPRIDE,4.805,22.287,6.743,26,4,-0.181572,-1.918329,1.242694,-0.494064,0,0,1
IRBESARTAN,TICAGRELOR,4.805,9.979,5.583,69,0,-3.751939,-13.743827,-2.301563,-12.293451,0,0,0
IRBESARTAN,TINZAPARIN,4.805,3.753,4.173,27,0,-1.536417,-11.528305,-0.882254,-10.874142,0,0,0
IRBESARTAN,TORSEMIDE,4.805,3.87,4.217,123,3,-0.476051,-2.526494,0.514394,-1.536049,0,0,0
IRBESARTAN,TOZINAMERAN,4.805,2.347,3.495,34,0,-1.344629,-11.336517,-0.898661,-10.890548,0,0,0
IRBESARTAN,TRAMADOL,4.805,2.907,3.804,284,2,-1.740508,-4.329148,-0.828135,-3.416776,0,0,0
IRBESARTAN,TRAZODONE,4.805,4.253,4.353,31,0,-1.825587,-11.817475,-1.023024,-11.014912,0,0,0
IRBESARTAN,TRIHEXYPHENIDYL,4.805,13.651,6.035,34,0,-3.156409,-13.148297,-1.78764,-11.779528,0,0,0
IRBESARTAN,TRIMEBUTINE,4.805,2.83,3.765,32,0,-1.330007,-11.321895,-0.908715,-10.900603,0,0,0
IRBESARTAN,TRIMEPRAZINE,4.805,16.382,6.299,21,4,0.374589,-1.362169,1.709583,-0.027174,0,0,0
IRBESARTAN,TRIMETHOPRIM,4.805,2.136,3.359,181,3,-0.273296,-2.32374,0.362878,-1.687565,0,0,0
IRBESARTAN,UNSPECIFIED INGREDIENT,4.805,2.492,3.582,77,1,-0.662055,-4.459283,-0.00172,-3.798948,0,0,0
