drug_a,drug_b
ENCORAFENIB,LOPINAVIR
ERYTHROMYCIN,LOPINAVIR
FELODIPINE,LOPINAVIR
FENTANYL,LOPINAVIR
FLUCONAZOLE,LOPINAVIR
FLUTICASONE,LOPINAVIR
IBRUTINIB,LOPINAVIR
ITRACONAZOLE,LOPINAVIR
KETOCONAZOLE,LOPINAVIR
LAMIVUDINE,LOPINAVIR
LIDOCAINE,LOPINAVIR
LOPINAVIR,LOVASTATIN
LOPINAVIR,LURASIDONE
LOPINAVIR,MARAVIROC
LOPINAVIR,METHADONE
LOPINAVIR,METHYLPREDNISOLONE
LOPINAVIR,METRONIDAZOLE
LOPINAVIR,MIDAZOLAM
LOPINAVIR,NEVIRAPINE
LOPINAVIR,NICARDIPINE
LOPINAVIR,NIFEDIPINE
LOPINAVIR,NILOTINIB
LOPINAVIR,OMBITASVIR
LOPINAVIR,OMEPRAZOLE
LOPINAVIR,PARITAPREVIR
LOPINAVIR,PHENOBARBITAL
LOPINAVIR,PHENYTOIN
LOPINAVIR,PIBRENTASVIR
LOPINAVIR,PITAVASTATIN
LOPINAVIR,PRAVASTATIN
LOPINAVIR,PREDNISOLONE
LOPINAVIR,PREDNISONE
LOPINAVIR,QUETIAPINE
LOPINAVIR,RALTEGRAVIR
LOPINAVIR,RANITIDINE
LOPINAVIR,RANOLAZINE
LOPINAVIR,RIFAMPIN
LOPINAVIR,RILPIVIRINE
LOPINAVIR,RITONAVIR
LOPINAVIR,RIVAROXABAN
LOPINAVIR,ROSUVASTATIN
LOPINAVIR,SALMETEROL
LOPINAVIR,SILDENAFIL
LOPINAVIR,SIMEPREVIR
LOPINAVIR,SIMVASTATIN
LOPINAVIR,SIROLIMUS
LOPINAVIR,SOFOSBUVIR
LOPINAVIR,SULFAMETHOXAZOLE
LOPINAVIR,TACROLIMUS
LOPINAVIR,TADALAFIL
LOPINAVIR,TENOFOVIR
LOPINAVIR,TENOFOVIR DISOPROXIL
LOPINAVIR,TRAZODONE
LOPINAVIR,TRIAZOLAM
LOPINAVIR,TRIMETHOPRIM
LOPINAVIR,VALPROATE
LOPINAVIR,VELPATASVIR
LOPINAVIR,VENETOCLAX
LOPINAVIR,VINCRISTINE
LOPINAVIR,VORICONAZOLE
LOPINAVIR,WARFARIN
LOPINAVIR,ZIDOVUDINE
ALCOHOL,LORAZEPAM
CLOZAPINE,LORAZEPAM
LORAZEPAM,PROBENECID
LORAZEPAM,THEOPHYLLINE
LORAZEPAM,VALPROATE
ALISKIREN,LOSARTAN
LITHIUM,LOSARTAN
LOSARTAN,POTASSIUM
CYCLOSPORINE,LOVASTATIN
DANAZOL,LOVASTATIN
DIGOXIN,LOVASTATIN
DRONEDARONE,LOVASTATIN
ERYTHROMYCIN,LOVASTATIN
GEMFIBROZIL,LOVASTATIN
GLIPIZIDE,LOVASTATIN
KETOCONAZOLE,LOVASTATIN
LOVASTATIN,NEFAZODONE
LOVASTATIN,NIACIN
LOVASTATIN,POSACONAZOLE
LOVASTATIN,PROPRANOLOL
LOVASTATIN,RANOLAZINE
LOVASTATIN,SPIRONOLACTONE
LOVASTATIN,TELAPREVIR
LOVASTATIN,TELITHROMYCIN
LOVASTATIN,TESTOSTERONE
LOVASTATIN,VERAPAMIL
LOVASTATIN,VORICONAZOLE
LOVASTATIN,WARFARIN
ALCOHOL,LOXAPINE
LORAZEPAM,LOXAPINE
AZITHROMYCIN,LUMACAFTOR
BUDESONIDE,LUMACAFTOR
CALCIUM,LUMACAFTOR
CALCIUM CARBONATE,LUMACAFTOR
CARBAMAZEPINE,LUMACAFTOR
CETIRIZINE,LUMACAFTOR
CIPROFLOXACIN,LUMACAFTOR
CITALOPRAM,LUMACAFTOR
CLARITHROMYCIN,LUMACAFTOR
CYCLOSPORINE,LUMACAFTOR
DIGOXIN,LUMACAFTOR
ERYTHROMYCIN,LUMACAFTOR
ESCITALOPRAM,LUMACAFTOR
ESOMEPRAZOLE,LUMACAFTOR
EVEROLIMUS,LUMACAFTOR
FLUCONAZOLE,LUMACAFTOR
FLUTICASONE,LUMACAFTOR
IBUPROFEN,LUMACAFTOR
IPRATROPIUM,LUMACAFTOR
IVACAFTOR,LUMACAFTOR
KETOCONAZOLE,LUMACAFTOR
LANSOPRAZOLE,LUMACAFTOR
LEVOFLOXACIN,LUMACAFTOR
LUMACAFTOR,METFORMIN
LUMACAFTOR,METHYLPREDNISOLONE
LUMACAFTOR,MIDAZOLAM
LUMACAFTOR,MONTELUKAST
LUMACAFTOR,OMEPRAZOLE
LUMACAFTOR,PHENOBARBITAL
LUMACAFTOR,PHENYTOIN
LUMACAFTOR,POSACONAZOLE
LUMACAFTOR,PREDNISONE
LUMACAFTOR,RANITIDINE
LUMACAFTOR,REPAGLINIDE
LUMACAFTOR,RIFAMPIN
LUMACAFTOR,SALMETEROL
LUMACAFTOR,SERTRALINE
LUMACAFTOR,SIROLIMUS
LUMACAFTOR,SULFAMETHOXAZOLE
LUMACAFTOR,TACROLIMUS
LUMACAFTOR,TELITHROMYCIN
LUMACAFTOR,TIOTROPIUM
LUMACAFTOR,TOBRAMYCIN
LUMACAFTOR,TRIAZOLAM
LUMACAFTOR,TRIMETHOPRIM
LUMACAFTOR,VORICONAZOLE
LUMACAFTOR,WARFARIN
ARIPIPRAZOLE,LURASIDONE
BOSENTAN,LURASIDONE
CARBAMAZEPINE,LURASIDONE
DILTIAZEM,LURASIDONE
DOPAMINE,LURASIDONE
EFAVIRENZ,LURASIDONE
ERYTHROMYCIN,LURASIDONE
ETRAVIRINE,LURASIDONE
FLUCONAZOLE,LURASIDONE
KETOCONAZOLE,LURASIDONE
LITHIUM,LURASIDONE
LURASIDONE,MODAFINIL
LURASIDONE,OLANZAPINE
LURASIDONE,PHENYTOIN
LURASIDONE,QUETIAPINE
LURASIDONE,RIFAMPIN
LURASIDONE,RISPERIDONE
LURASIDONE,RITONAVIR
LURASIDONE,VALPROATE
LURASIDONE,VERAPAMIL
LURASIDONE,VORICONAZOLE
ALCOHOL,MAGNESIUM SULFATE
AMLODIPINE,MAGNESIUM SULFATE
AMPHOTERICIN B,MAGNESIUM SULFATE
ATRACURIUM,MAGNESIUM SULFATE
CALCIUM,MAGNESIUM SULFATE
CISATRACURIUM,MAGNESIUM SULFATE
CISPLATIN,MAGNESIUM SULFATE
CYCLOSPORINE,MAGNESIUM SULFATE
DEXTROSE,MAGNESIUM SULFATE
DILTIAZEM,MAGNESIUM SULFATE
FELODIPINE,MAGNESIUM SULFATE
MAGNESIUM,MAGNESIUM SULFATE
MAGNESIUM SULFATE,NICARDIPINE
MAGNESIUM SULFATE,NIFEDIPINE
MAGNESIUM SULFATE,PANCURONIUM
MAGNESIUM SULFATE,PROPOFOL
MAGNESIUM SULFATE,ROCURONIUM
MAGNESIUM SULFATE,SUCCINYLCHOLINE
MAGNESIUM SULFATE,VECURONIUM
MAGNESIUM SULFATE,VERAPAMIL
MARAVIROC,RITONAVIR
ASPIRIN,MEFENAMIC ACID
CYCLOSPORINE,MEFENAMIC ACID
DICLOFENAC,MEFENAMIC ACID
DIGOXIN,MEFENAMIC ACID
FUROSEMIDE,MEFENAMIC ACID
INDOMETHACIN,MEFENAMIC ACID
LITHIUM,MEFENAMIC ACID
MAGNESIUM,MEFENAMIC ACID
MEFENAMIC ACID,MELOXICAM
MEFENAMIC ACID,METHOTREXATE
MEFENAMIC ACID,NOREPINEPHRINE
MEFENAMIC ACID,PEMETREXED
MEFENAMIC ACID,PROPRANOLOL
MEFENAMIC ACID,WARFARIN
ALCOHOL,MELOXICAM
ASPIRIN,MELOXICAM
CYCLOSPORINE,MELOXICAM
FUROSEMIDE,MELOXICAM
LITHIUM,MELOXICAM
MELOXICAM,METHOTREXATE
MELOXICAM,NOREPINEPHRINE
MELOXICAM,PEMETREXED
MELOXICAM,POTASSIUM
MELOXICAM,PROPRANOLOL
MELOXICAM,WARFARIN
CISPLATIN,MELPHALAN
CYCLOSPORINE,MELPHALAN
AMANTADINE,MEMANTINE
DEXTROMETHORPHAN,MEMANTINE
KETAMINE,MEMANTINE
MEMANTINE,SODIUM BICARBONATE
ACYCLOVIR,MEPERIDINE
ALCOHOL,MEPERIDINE
BENZODIAZEPINE,MEPERIDINE
BUPRENORPHINE,MEPERIDINE
CARBAMAZEPINE,MEPERIDINE
CHLORPROMAZINE,MEPERIDINE
CYCLOBENZAPRINE,MEPERIDINE
ERYTHROMYCIN,MEPERIDINE
GABAPENTIN,MEPERIDINE
HYDROCORTISONE,MEPERIDINE
KETOCONAZOLE,MEPERIDINE
MEPERIDINE,METHYLENE BLUE
MEPERIDINE,MIRTAZAPINE
MEPERIDINE,NALMEFENE
MEPERIDINE,NALOXONE
MEPERIDINE,NOREPINEPHRINE
MEPERIDINE,PHENYTOIN
MEPERIDINE,PREDNISOLONE
MEPERIDINE,PREGABALIN
MEPERIDINE,RIFAMPIN
MEPERIDINE,RITONAVIR
MEPERIDINE,TRAMADOL
MEPERIDINE,TRAZODONE
MERCAPTOPURINE,MESALAMINE
MERCAPTOPURINE,METHOTREXATE
MERCAPTOPURINE,SULFAMETHOXAZOLE
MERCAPTOPURINE,SULFASALAZINE
MERCAPTOPURINE,TRIMETHOPRIM
MERCAPTOPURINE,WARFARIN
MEROPENEM,PROBENECID
MEROPENEM,VALPROIC ACID
AZATHIOPRINE,MESALAMINE
MESALAMINE,SULFASALAZINE
ACETAZOLAMIDE,METFORMIN
ALCOHOL,METFORMIN
CALCIUM,METFORMIN
ISONIAZID,METFORMIN
METFORMIN,PHENYTOIN
METFORMIN,RANOLAZINE
METFORMIN,SITAGLIPTIN
METFORMIN,TOPIRAMATE
METFORMIN,ZONISAMIDE
ALCOHOL,METHADONE
BUPRENORPHINE,METHADONE
CALCIUM,METHADONE
CYCLOBENZAPRINE,METHADONE
DIDANOSINE,METHADONE
ERYTHROMYCIN,METHADONE
GABAPENTIN,METHADONE
KETOCONAZOLE,METHADONE
LINEZOLID,METHADONE
METHADONE,METHYLENE BLUE
METHADONE,MIRTAZAPINE
METHADONE,NEVIRAPINE
METHADONE,NOREPINEPHRINE
METHADONE,PHENOBARBITAL
METHADONE,PHENYTOIN
METHADONE,PREGABALIN
METHADONE,RIFAMPIN
METHADONE,RITONAVIR
METHADONE,SERTRALINE
METHADONE,TRAMADOL
METHADONE,TRAZODONE
METHADONE,ZIDOVUDINE
AMPHETAMINE,METHAMPHETAMINE
BUSPIRONE,METHAMPHETAMINE
FENTANYL,METHAMPHETAMINE
LINEZOLID,METHAMPHETAMINE
LITHIUM,METHAMPHETAMINE
METHAMPHETAMINE,METHYLENE BLUE
METHAMPHETAMINE,NOREPINEPHRINE
METHAMPHETAMINE,TRAMADOL
METHIMAZOLE,THEOPHYLLINE
METHIMAZOLE,WARFARIN
ALCOHOL,METHOCARBAMOL
ALCOHOL,METHOTREXATE
ASPIRIN,METHOTREXATE
CYCLOSPORINE,METHOTREXATE
FOLIC ACID,METHOTREXATE
METHOTREXATE,PEMETREXED
METHOTREXATE,PHENYTOIN
METHOTREXATE,PROBENECID
CALCIUM,METHYLPHENIDATE
DESFLURANE,METHYLPHENIDATE
ISOFLURANE,METHYLPHENIDATE
LINEZOLID,METHYLPHENIDATE
METHYLENE BLUE,METHYLPHENIDATE
METHYLPHENIDATE,POTASSIUM
METHYLPHENIDATE,SELEGILINE
METHYLPHENIDATE,SEVOFLURANE
ACETAMINOPHEN,METHYLPREDNISOLONE
AMPHOTERICIN B,METHYLPREDNISOLONE
ASPIRIN,METHYLPREDNISOLONE
CARBAMAZEPINE,METHYLPREDNISOLONE
CHLOROQUINE,METHYLPREDNISOLONE
CHOLESTYRAMINE,METHYLPREDNISOLONE
CYCLOPHOSPHAMIDE,METHYLPREDNISOLONE
CYCLOSPORINE,METHYLPREDNISOLONE
EPINEPHRINE,METHYLPREDNISOLONE
ERYTHROMYCIN,METHYLPREDNISOLONE
HYDROCORTISONE,METHYLPREDNISOLONE
ISONIAZID,METHYLPREDNISOLONE
KETOCONAZOLE,METHYLPREDNISOLONE
LIDOCAINE,METHYLPREDNISOLONE
METHYLENE BLUE,METHYLPREDNISOLONE
METHYLPREDNISOLONE,METOCLOPRAMIDE
METHYLPREDNISOLONE,NITROFURANTOIN
METHYLPREDNISOLONE,NITROGLYCERIN
METHYLPREDNISOLONE,NOREPINEPHRINE
METHYLPREDNISOLONE,OXYGEN
METHYLPREDNISOLONE,PHENOBARBITAL
METHYLPREDNISOLONE,PHENYTOIN
METHYLPREDNISOLONE,POTASSIUM
METHYLPREDNISOLONE,QUININE
METHYLPREDNISOLONE,RIFAMPIN
METHYLPREDNISOLONE,SULFASALAZINE
METHYLPREDNISOLONE,VALPROATE
METHYLPREDNISOLONE,WARFARIN
ACETAMINOPHEN,METOCLOPRAMIDE
ALCOHOL,METOCLOPRAMIDE
CYCLOSPORINE,METOCLOPRAMIDE
CLONIDINE,METOPROLOL
DILTIAZEM,METOPROLOL
EPINEPHRINE,METOPROLOL
FLUOXETINE,METOPROLOL
METOPROLOL,PAROXETINE
METOPROLOL,PROPAFENONE
METOPROLOL,VERAPAMIL
ALCOHOL,METRONIDAZOLE
METRONIDAZOLE,PHENOBARBITAL
METRONIDAZOLE,PHENYTOIN
METRONIDAZOLE,WARFARIN
AMPHOTERICIN B,MICAFUNGIN
CYCLOSPORINE,MICAFUNGIN
FLUCONAZOLE,MICAFUNGIN
ITRACONAZOLE,MICAFUNGIN
MICAFUNGIN,MYCOPHENOLATE
MICAFUNGIN,MYCOPHENOLATE MOFETIL
MICAFUNGIN,NIFEDIPINE
MICAFUNGIN,PREDNISOLONE
MICAFUNGIN,RIFAMPIN
MICAFUNGIN,RITONAVIR
MICAFUNGIN,SIROLIMUS
MICAFUNGIN,TACROLIMUS
MICAFUNGIN,VORICONAZOLE
ALCOHOL,MIDAZOLAM
ATROPINE,MIDAZOLAM
DIAZEPAM,MIDAZOLAM
ERYTHROMYCIN,MIDAZOLAM
FENTANYL,MIDAZOLAM
GLYCOPYRROLATE,MIDAZOLAM
HYDROXYZINE,MIDAZOLAM
KETOCONAZOLE,MIDAZOLAM
LIDOCAINE,MIDAZOLAM
MEPERIDINE,MIDAZOLAM
MIDAZOLAM,MORPHINE
MIDAZOLAM,NIFEDIPINE
MIDAZOLAM,PANCURONIUM
MIDAZOLAM,RANITIDINE
MIDAZOLAM,SUCCINYLCHOLINE
MIDAZOLAM,THIOPENTAL
MIDAZOLAM,VERAPAMIL
ALCOHOL,MILNACIPRAN
ASPIRIN,MILNACIPRAN
BUSPIRONE,MILNACIPRAN
CLOMIPRAMINE,MILNACIPRAN
CLONIDINE,MILNACIPRAN
DIGOXIN,MILNACIPRAN
EPINEPHRINE,MILNACIPRAN
FENTANYL,MILNACIPRAN
LINEZOLID,MILNACIPRAN
LITHIUM,MILNACIPRAN
MEPERIDINE,MILNACIPRAN
METHADONE,MILNACIPRAN
METHYLENE BLUE,MILNACIPRAN
MILNACIPRAN,NOREPINEPHRINE
MILNACIPRAN,TRAMADOL
MILNACIPRAN,WARFARIN
CALCIUM,MINOCYCLINE
ISOTRETINOIN,MINOCYCLINE
MAGNESIUM,MINOCYCLINE
KETOCONAZOLE,MIRABEGRON
MIRABEGRON,RIFAMPIN
MIRABEGRON,SOLIFENACIN
MIRABEGRON,TAMSULOSIN
MIRABEGRON,WARFARIN
ALCOHOL,MIRTAZAPINE
ALPRAZOLAM,MIRTAZAPINE
BUSPIRONE,MIRTAZAPINE
CARBAMAZEPINE,MIRTAZAPINE
DIAZEPAM,MIRTAZAPINE
ITRACONAZOLE,MIRTAZAPINE
LINEZOLID,MIRTAZAPINE
LITHIUM,MIRTAZAPINE
METHYLENE BLUE,MIRTAZAPINE
MIRTAZAPINE,MOXIFLOXACIN
MIRTAZAPINE,NEFAZODONE
MIRTAZAPINE,PHENYTOIN
MIRTAZAPINE,RIFAMPIN
MIRTAZAPINE,RITONAVIR
MIRTAZAPINE,SELEGILINE
MIRTAZAPINE,TRAMADOL
MIRTAZAPINE,WARFARIN
ALCOHOL,MISOPROSTOL
ASPIRIN,MISOPROSTOL
CYCLOSPORINE,MISOPROSTOL
DICLOFENAC,MISOPROSTOL
DIGOXIN,MISOPROSTOL
FUROSEMIDE,MISOPROSTOL
LITHIUM,MISOPROSTOL
MAGNESIUM,MISOPROSTOL
METHOTREXATE,MISOPROSTOL
MISOPROSTOL,NOREPINEPHRINE
MISOPROSTOL,PEMETREXED
MISOPROSTOL,POTASSIUM
MISOPROSTOL,PROPRANOLOL
MISOPROSTOL,RIFAMPIN
MISOPROSTOL,WARFARIN
CLOMIPRAMINE,MODAFINIL
CYCLOSPORINE,MODAFINIL
DIAZEPAM,MODAFINIL
ETHINYL ESTRADIOL,MODAFINIL
MIDAZOLAM,MODAFINIL
MODAFINIL,OMEPRAZOLE
MODAFINIL,PHENYTOIN
MODAFINIL,PROPRANOLOL
MODAFINIL,TRIAZOLAM
MODAFINIL,WARFARIN
ASPIRIN,MONTELUKAST
DIGOXIN,MONTELUKAST
GEMFIBROZIL,MONTELUKAST
ITRACONAZOLE,MONTELUKAST
MONTELUKAST,PREDNISOLONE
MONTELUKAST,PREDNISONE
MONTELUKAST,THEOPHYLLINE
MONTELUKAST,WARFARIN
ALCOHOL,MORPHINE
BENZODIAZEPINE,MORPHINE
BUPRENORPHINE,MORPHINE
CYCLOBENZAPRINE,MORPHINE
LINEZOLID,MORPHINE
METHYLENE BLUE,MORPHINE
MIRTAZAPINE,MORPHINE
MORPHINE,NALOXONE
MORPHINE,NOREPINEPHRINE
MORPHINE,TRAMADOL
MORPHINE,TRAZODONE
MORPHINE,VERAPAMIL
AMIODARONE,MOXIFLOXACIN
DIDANOSINE,MOXIFLOXACIN
ERYTHROMYCIN,MOXIFLOXACIN
MAGNESIUM,MOXIFLOXACIN
MOXIFLOXACIN,SOTALOL
MOXIFLOXACIN,WARFARIN
ACYCLOVIR,MYCOPHENOLATE
CALCIUM,MYCOPHENOLATE
CHOLESTYRAMINE,MYCOPHENOLATE
CYCLOSPORINE,MYCOPHENOLATE
MAGNESIUM,MYCOPHENOLATE
MYCOPHENOLATE,MYCOPHENOLATE MOFETIL
MYCOPHENOLATE,MYCOPHENOLIC ACID
MYCOPHENOLATE,PANTOPRAZOLE
MYCOPHENOLATE,PROBENECID
MYCOPHENOLATE,RIFAMPIN
MYCOPHENOLATE,SULFAMETHOXAZOLE
MYCOPHENOLATE,TELMISARTAN
MYCOPHENOLATE,TRIMETHOPRIM
MYCOPHENOLATE,VALACYCLOVIR
MYCOPHENOLATE,VALGANCICLOVIR
ACYCLOVIR,MYCOPHENOLATE MOFETIL
CALCIUM,MYCOPHENOLATE MOFETIL
CHOLESTYRAMINE,MYCOPHENOLATE MOFETIL
CYCLOSPORINE,MYCOPHENOLATE MOFETIL
MAGNESIUM,MYCOPHENOLATE MOFETIL
MYCOPHENOLATE MOFETIL,MYCOPHENOLIC ACID
MYCOPHENOLATE MOFETIL,PANTOPRAZOLE
MYCOPHENOLATE MOFETIL,PROBENECID
MYCOPHENOLATE MOFETIL,RIFAMPIN
MYCOPHENOLATE MOFETIL,SULFAMETHOXAZOLE
MYCOPHENOLATE MOFETIL,TELMISARTAN
MYCOPHENOLATE MOFETIL,TRIMETHOPRIM
MYCOPHENOLATE MOFETIL,VALACYCLOVIR
MYCOPHENOLATE MOFETIL,VALGANCICLOVIR
ACTIVATED CHARCOAL,MYCOPHENOLIC ACID
ACYCLOVIR,MYCOPHENOLIC ACID
AMOXICILLIN,MYCOPHENOLIC ACID
AZATHIOPRINE,MYCOPHENOLIC ACID
CALCIUM,MYCOPHENOLIC ACID
CHOLESTYRAMINE,MYCOPHENOLIC ACID
CIPROFLOXACIN,MYCOPHENOLIC ACID
CLAVULANIC ACID,MYCOPHENOLIC ACID
CYCLOSPORINE,MYCOPHENOLIC ACID
GANCICLOVIR,MYCOPHENOLIC ACID
MAGNESIUM,MYCOPHENOLIC ACID
METRONIDAZOLE,MYCOPHENOLIC ACID
MYCOPHENOLIC ACID,NORFLOXACIN
MYCOPHENOLIC ACID,PANTOPRAZOLE
MYCOPHENOLIC ACID,RIFAMPIN
MYCOPHENOLIC ACID,VALACYCLOVIR
MYCOPHENOLIC ACID,VALGANCICLOVIR
ALCOHOL,NALOXONE
CYCLOBENZAPRINE,NALOXONE
LINEZOLID,NALOXONE
METHYLENE BLUE,NALOXONE
MIRTAZAPINE,NALOXONE
NALOXONE,NOREPINEPHRINE
NALOXONE,TRAMADOL
NALOXONE,TRAZODONE
BUPRENORPHINE,NALTREXONE
DISULFIRAM,NALTREXONE
METHADONE,NALTREXONE
NALOXONE,NALTREXONE
ALCOHOL,NAPROXEN
ASPIRIN,NAPROXEN
CHOLESTYRAMINE,NAPROXEN
CYCLOSPORINE,NAPROXEN
DICLOFENAC,NAPROXEN
DIGOXIN,NAPROXEN
FUROSEMIDE,NAPROXEN
INDOMETHACIN,NAPROXEN
LITHIUM,NAPROXEN
MAGNESIUM,NAPROXEN
MAGNESIUM OXIDE,NAPROXEN
MELOXICAM,NAPROXEN
METHOTREXATE,NAPROXEN
NAPROXEN,NOREPINEPHRINE
NAPROXEN,PEMETREXED
NAPROXEN,POTASSIUM
NAPROXEN,PROBENECID
NAPROXEN,PROPRANOLOL
NAPROXEN,WARFARIN
AZATHIOPRINE,NATALIZUMAB
CYCLOPHOSPHAMIDE,NATALIZUMAB
CYCLOSPORINE,NATALIZUMAB
MERCAPTOPURINE,NATALIZUMAB
METHOTREXATE,NATALIZUMAB
MYCOPHENOLATE,NATALIZUMAB
MYCOPHENOLATE MOFETIL,NATALIZUMAB
CALCIUM,NEBIVOLOL
CLONIDINE,NEBIVOLOL
DILTIAZEM,NEBIVOLOL
DOBUTAMINE,NEBIVOLOL
EPINEPHRINE,NEBIVOLOL
FLUOXETINE,NEBIVOLOL
NEBIVOLOL,PAROXETINE
NEBIVOLOL,PROPAFENONE
NEBIVOLOL,VERAPAMIL
ALCOHOL,NEFAZODONE
ATORVASTATIN,NEFAZODONE
BUSPIRONE,NEFAZODONE
CYCLOSPORINE,NEFAZODONE
DEXTROMETHORPHAN,NEFAZODONE
FLUOXETINE,NEFAZODONE
FLUVASTATIN,NEFAZODONE
HALOPERIDOL,NEFAZODONE
LITHIUM,NEFAZODONE
LORAZEPAM,NEFAZODONE
NEFAZODONE,PHENYTOIN
NEFAZODONE,PRAVASTATIN
NEFAZODONE,PROPRANOLOL
NEFAZODONE,SIMVASTATIN
NEFAZODONE,TACROLIMUS
NEFAZODONE,THEOPHYLLINE
NEFAZODONE,TRIAZOLAM
NEFAZODONE,WARFARIN
ALLOPURINOL,NELARABINE
AMIODARONE,NEVIRAPINE
AZITHROMYCIN,NEVIRAPINE
CALCIUM,NEVIRAPINE
CARBAMAZEPINE,NEVIRAPINE
CLONAZEPAM,NEVIRAPINE
CYCLOPHOSPHAMIDE,NEVIRAPINE
CYCLOSPORINE,NEVIRAPINE
DILTIAZEM,NEVIRAPINE
EFAVIRENZ,NEVIRAPINE
FENTANYL,NEVIRAPINE
FLUCONAZOLE,NEVIRAPINE
KETOCONAZOLE,NEVIRAPINE
LIDOCAINE,NEVIRAPINE
NEVIRAPINE,NIFEDIPINE
NEVIRAPINE,PREDNISONE
NEVIRAPINE,RIFAMPIN
NEVIRAPINE,RILPIVIRINE
NEVIRAPINE,RITONAVIR
NEVIRAPINE,SIROLIMUS
NEVIRAPINE,TACROLIMUS
NEVIRAPINE,VERAPAMIL
NEVIRAPINE,WARFARIN
CALCIUM,NICARDIPINE
CYCLOSPORINE,NICARDIPINE
DIGOXIN,NICARDIPINE
DIPYRIDAMOLE,NICARDIPINE
FENTANYL,NICARDIPINE
FUROSEMIDE,NICARDIPINE
NAPROXEN,NICARDIPINE
NICARDIPINE,OXYGEN
NICARDIPINE,PROPRANOLOL
NICARDIPINE,TACROLIMUS
NICARDIPINE,WARFARIN
CALCIUM,NILOTINIB
MAGNESIUM,NILOTINIB
ABEMACICLIB,NIRMATRELVIR
ALFUZOSIN,NIRMATRELVIR
ALISKIREN,NIRMATRELVIR
AMIODARONE,NIRMATRELVIR
AMLODIPINE,NIRMATRELVIR
APIXABAN,NIRMATRELVIR
ARIPIPRAZOLE,NIRMATRELVIR
ATAZANAVIR,NIRMATRELVIR
ATORVASTATIN,NIRMATRELVIR
BETAMETHASONE,NIRMATRELVIR
BICTEGRAVIR,NIRMATRELVIR
BOSENTAN,NIRMATRELVIR
BREXPIPRAZOLE,NIRMATRELVIR
BUDESONIDE,NIRMATRELVIR
BUPROPION,NIRMATRELVIR
BUSPIRONE,NIRMATRELVIR
CALCIUM,NIRMATRELVIR
CARBAMAZEPINE,NIRMATRELVIR
CARIPRAZINE,NIRMATRELVIR
CILOSTAZOL,NIRMATRELVIR
CLARITHROMYCIN,NIRMATRELVIR
CLONAZEPAM,NIRMATRELVIR
CLOPIDOGREL,NIRMATRELVIR
CLORAZEPATE,NIRMATRELVIR
CLOZAPINE,NIRMATRELVIR
COBICISTAT,NIRMATRELVIR
COLCHICINE,NIRMATRELVIR
CYCLOSPORINE,NIRMATRELVIR
DARUNAVIR,NIRMATRELVIR
DASABUVIR,NIRMATRELVIR
DASATINIB,NIRMATRELVIR
DEXAMETHASONE,NIRMATRELVIR
DIAZEPAM,NIRMATRELVIR
DIGOXIN,NIRMATRELVIR
DILTIAZEM,NIRMATRELVIR
DRONEDARONE,NIRMATRELVIR
EFAVIRENZ,NIRMATRELVIR
ELEXACAFTOR,NIRMATRELVIR
EMTRICITABINE,NIRMATRELVIR
ENCORAFENIB,NIRMATRELVIR
ENZALUTAMIDE,NIRMATRELVIR
EPLERENONE,NIRMATRELVIR
ERYTHROMYCIN,NIRMATRELVIR
ESTAZOLAM,NIRMATRELVIR
ETHINYL ESTRADIOL,NIRMATRELVIR
EVEROLIMUS,NIRMATRELVIR
FELODIPINE,NIRMATRELVIR
FENTANYL,NIRMATRELVIR
FLURAZEPAM,NIRMATRELVIR
FLUTICASONE,NIRMATRELVIR
GLECAPREVIR,NIRMATRELVIR
HYDROCODONE,NIRMATRELVIR
IBRUTINIB,NIRMATRELVIR
ITRACONAZOLE,NIRMATRELVIR
IVABRADINE,NIRMATRELVIR
IVACAFTOR,NIRMATRELVIR
KETOCONAZOLE,NIRMATRELVIR
LIDOCAINE,NIRMATRELVIR
LOVASTATIN,NIRMATRELVIR
LUMACAFTOR,NIRMATRELVIR
LURASIDONE,NIRMATRELVIR
MARAVIROC,NIRMATRELVIR
MEPERIDINE,NIRMATRELVIR
METHADONE,NIRMATRELVIR
METHYLPREDNISOLONE,NIRMATRELVIR
MIDAZOLAM,NIRMATRELVIR
NEVIRAPINE,NIRMATRELVIR
NICARDIPINE,NIRMATRELVIR
NIFEDIPINE,NIRMATRELVIR
NILOTINIB,NIRMATRELVIR
NIRMATRELVIR,OMBITASVIR
NIRMATRELVIR,OXYCODONE
NIRMATRELVIR,PARITAPREVIR
NIRMATRELVIR,PHENOBARBITAL
NIRMATRELVIR,PHENYTOIN
NIRMATRELVIR,PIBRENTASVIR
NIRMATRELVIR,PIMAVANSERIN
NIRMATRELVIR,PREDNISOLONE
NIRMATRELVIR,PREDNISONE
NIRMATRELVIR,PROPAFENONE
NIRMATRELVIR,QUETIAPINE
NIRMATRELVIR,RANOLAZINE
NIRMATRELVIR,RIFAMPIN
NIRMATRELVIR,RITONAVIR
NIRMATRELVIR,RIVAROXABAN
NIRMATRELVIR,SALMETEROL
NIRMATRELVIR,SAXAGLIPTIN
NIRMATRELVIR,SILDENAFIL
NIRMATRELVIR,SILODOSIN
NIRMATRELVIR,SIMVASTATIN
NIRMATRELVIR,SIROLIMUS
NIRMATRELVIR,SOFOSBUVIR
NIRMATRELVIR,SUVOREXANT
