drug_a,drug_b
DARUNAVIR ETHANOLATE,POSACONAZOLE
DARUNAVIR ETHANOLATE,PRASUGREL
DARUNAVIR ETHANOLATE,PRAVASTATIN
DARUNAVIR ETHANOLATE,PREDNISOLONE
DARUNAVIR ETHANOLATE,PREDNISONE
DARUNAVIR ETHANOLATE,PROPAFENONE
DARUNAVIR ETHANOLATE,QUETIAPINE
DARUNAVIR ETHANOLATE,RALTEGRAVIR
DARUNAVIR ETHANOLATE,RANOLAZINE
DARUNAVIR ETHANOLATE,RIFAMPIN
DARUNAVIR ETHANOLATE,RILPIVIRINE
DARUNAVIR ETHANOLATE,RISPERIDONE
DARUNAVIR ETHANOLATE,RITONAVIR
DARUNAVIR ETHANOLATE,RIVAROXABAN
DARUNAVIR ETHANOLATE,ROSUVASTATIN
DARUNAVIR ETHANOLATE,SALMETEROL
DARUNAVIR ETHANOLATE,SERTRALINE
DARUNAVIR ETHANOLATE,SILDENAFIL
DARUNAVIR ETHANOLATE,SIMVASTATIN
DARUNAVIR ETHANOLATE,SIROLIMUS
DARUNAVIR ETHANOLATE,SOLIFENACIN
DARUNAVIR ETHANOLATE,TACROLIMUS
DARUNAVIR ETHANOLATE,TADALAFIL
DARUNAVIR ETHANOLATE,TELITHROMYCIN
DARUNAVIR ETHANOLATE,TENOFOVIR
DARUNAVIR ETHANOLATE,TENOFOVIR ALAFENAMIDE
DARUNAVIR ETHANOLATE,TENOFOVIR DISOPROXIL
DARUNAVIR ETHANOLATE,TICAGRELOR
DARUNAVIR ETHANOLATE,TRAMADOL
DARUNAVIR ETHANOLATE,TRAZODONE
DARUNAVIR ETHANOLATE,TRIAZOLAM
DARUNAVIR ETHANOLATE,VERAPAMIL
DARUNAVIR ETHANOLATE,VINCRISTINE
DARUNAVIR ETHANOLATE,VORICONAZOLE
DARUNAVIR ETHANOLATE,WARFARIN
DARUNAVIR ETHANOLATE,ZIDOVUDINE
DARUNAVIR ETHANOLATE,ZOLPIDEM
DASATINIB,IMATINIB
DASATINIB,OXYGEN
CYCLOPHOSPHAMIDE,DAUNORUBICIN
DAUNORUBICIN,DOXORUBICIN
DAUNORUBICIN,METHOTREXATE
APREPITANT,DEFERASIROX
BUDESONIDE,DEFERASIROX
BUSPIRONE,DEFERASIROX
CAFFEINE,DEFERASIROX
CHOLESTYRAMINE,DEFERASIROX
CYCLOSPORINE,DEFERASIROX
DARUNAVIR,DEFERASIROX
DASATINIB,DEFERASIROX
DEFERASIROX,DRONEDARONE
DEFERASIROX,DULOXETINE
DEFERASIROX,EPLERENONE
DEFERASIROX,EVEROLIMUS
DEFERASIROX,FELODIPINE
DEFERASIROX,FENTANYL
DEFERASIROX,FLUTICASONE
DEFERASIROX,LOPINAVIR
DEFERASIROX,LOVASTATIN
DEFERASIROX,LURASIDONE
DEFERASIROX,MARAVIROC
DEFERASIROX,MELATONIN
DEFERASIROX,MIDAZOLAM
DEFERASIROX,PACLITAXEL
DEFERASIROX,PHENOBARBITAL
DEFERASIROX,PHENYTOIN
DEFERASIROX,QUETIAPINE
DEFERASIROX,REPAGLINIDE
DEFERASIROX,RITONAVIR
DEFERASIROX,SILDENAFIL
DEFERASIROX,SIMVASTATIN
DEFERASIROX,SIROLIMUS
DEFERASIROX,TACROLIMUS
DEFERASIROX,THEOPHYLLINE
DEFERASIROX,TICAGRELOR
DEFERASIROX,TIZANIDINE
DEFERASIROX,TOLVAPTAN
DEFERASIROX,TRIAZOLAM
ALCOHOL,DEFLAZACORT
CALCIUM,DEFLAZACORT
CARBAMAZEPINE,DEFLAZACORT
CLARITHROMYCIN,DEFLAZACORT
DEFLAZACORT,DILTIAZEM
DEFLAZACORT,EFAVIRENZ
DEFLAZACORT,FLUCONAZOLE
DEFLAZACORT,LEVOTHYROXINE
DEFLAZACORT,PANCURONIUM
DEFLAZACORT,PHENYTOIN
DEFLAZACORT,POTASSIUM
DEFLAZACORT,RIFAMPIN
DEFLAZACORT,VERAPAMIL
DEGARELIX,LEUPROLIDE
DEGARELIX,TESTOSTERONE
CALCIUM,DENOSUMAB
DENOSUMAB,MAGNESIUM
DENOSUMAB,PREDNISONE
ATRACURIUM,DESFLURANE
DANTROLENE,DESFLURANE
DESFLURANE,EPINEPHRINE
DESFLURANE,FENTANYL
DESFLURANE,ISOFLURANE
DESFLURANE,MIDAZOLAM
DESFLURANE,OXYGEN
DESFLURANE,PANCURONIUM
DESFLURANE,POTASSIUM
DESFLURANE,SUCCINYLCHOLINE
DESFLURANE,VECURONIUM
AZITHROMYCIN,DESLORATADINE
DESLORATADINE,ERYTHROMYCIN
DESLORATADINE,FLUOXETINE
DESLORATADINE,KETOCONAZOLE
CARBAMAZEPINE,DESMOPRESSIN
CHLORPROMAZINE,DESMOPRESSIN
DESMOPRESSIN,LAMOTRIGINE
ALCOHOL,DESVENLAFAXINE
AMPHETAMINE,DESVENLAFAXINE
ARIPIPRAZOLE,DESVENLAFAXINE
ASPIRIN,DESVENLAFAXINE
ATOMOXETINE,DESVENLAFAXINE
BUSPIRONE,DESVENLAFAXINE
DESVENLAFAXINE,DEXTROMETHORPHAN
DESVENLAFAXINE,FENTANYL
DESVENLAFAXINE,LINEZOLID
DESVENLAFAXINE,LITHIUM
DESVENLAFAXINE,MEPERIDINE
DESVENLAFAXINE,METHADONE
DESVENLAFAXINE,METHYLENE BLUE
DESVENLAFAXINE,METOPROLOL
DESVENLAFAXINE,MIDAZOLAM
DESVENLAFAXINE,NEBIVOLOL
DESVENLAFAXINE,NOREPINEPHRINE
DESVENLAFAXINE,SELEGILINE
DESVENLAFAXINE,TAMOXIFEN
DESVENLAFAXINE,TRAMADOL
DESVENLAFAXINE,VENLAFAXINE
DESVENLAFAXINE,WARFARIN
AMPHOTERICIN B,DEXAMETHASONE
ASPIRIN,DEXAMETHASONE
CHOLESTYRAMINE,DEXAMETHASONE
CYCLOSPORINE,DEXAMETHASONE
DEXAMETHASONE,EPHEDRINE
DEXAMETHASONE,ERYTHROMYCIN
DEXAMETHASONE,HYDROCORTISONE
DEXAMETHASONE,INDOMETHACIN
DEXAMETHASONE,ISONIAZID
DEXAMETHASONE,KETOCONAZOLE
DEXAMETHASONE,PHENYTOIN
DEXAMETHASONE,POTASSIUM
DEXAMETHASONE,RIFAMPIN
DEXAMETHASONE,THALIDOMIDE
DEXAMETHASONE,WARFARIN
ATAZANAVIR,DEXLANSOPRAZOLE
CALCIUM,DEXLANSOPRAZOLE
CYANOCOBALAMIN,DEXLANSOPRAZOLE
DASATINIB,DEXLANSOPRAZOLE
DEXLANSOPRAZOLE,DIGOXIN
DEXLANSOPRAZOLE,ERLOTINIB
DEXLANSOPRAZOLE,ITRACONAZOLE
DEXLANSOPRAZOLE,KETOCONAZOLE
DEXLANSOPRAZOLE,LANSOPRAZOLE
DEXLANSOPRAZOLE,MAGNESIUM
DEXLANSOPRAZOLE,METHOTREXATE
DEXLANSOPRAZOLE,MYCOPHENOLATE
DEXLANSOPRAZOLE,MYCOPHENOLATE MOFETIL
DEXLANSOPRAZOLE,MYCOPHENOLIC ACID
DEXLANSOPRAZOLE,NILOTINIB
DEXLANSOPRAZOLE,RIFAMPIN
DEXLANSOPRAZOLE,RILPIVIRINE
DEXLANSOPRAZOLE,RITONAVIR
DEXLANSOPRAZOLE,TACROLIMUS
DEXLANSOPRAZOLE,VORICONAZOLE
DEXLANSOPRAZOLE,WARFARIN
ATROPINE,DEXMEDETOMIDINE
DEXMEDETOMIDINE,GLYCOPYRROLATE
DEXMEDETOMIDINE,ISOFLURANE
DEXMEDETOMIDINE,MIDAZOLAM
DEXMEDETOMIDINE,PROPOFOL
DEXMEDETOMIDINE,ROCURONIUM
DEXMEDETOMIDINE,SEVOFLURANE
ACETAZOLAMIDE,DEXTROAMPHETAMINE
AMPHETAMINE,DEXTROAMPHETAMINE
ASCORBIC ACID,DEXTROAMPHETAMINE
BUSPIRONE,DEXTROAMPHETAMINE
CHLORPROMAZINE,DEXTROAMPHETAMINE
DEXTROAMPHETAMINE,DEXTROAMPHETAMINE SACCHARATE
DEXTROAMPHETAMINE,DOPAMINE
DEXTROAMPHETAMINE,FENTANYL
DEXTROAMPHETAMINE,FLUOXETINE
DEXTROAMPHETAMINE,HALOPERIDOL
DEXTROAMPHETAMINE,LINEZOLID
DEXTROAMPHETAMINE,LITHIUM
DEXTROAMPHETAMINE,LOVASTATIN
DEXTROAMPHETAMINE,MEPERIDINE
DEXTROAMPHETAMINE,METHYLENE BLUE
DEXTROAMPHETAMINE,NOREPINEPHRINE
DEXTROAMPHETAMINE,OMEPRAZOLE
DEXTROAMPHETAMINE,PAROXETINE
DEXTROAMPHETAMINE,PHENOBARBITAL
DEXTROAMPHETAMINE,PHENYTOIN
DEXTROAMPHETAMINE,PROPOXYPHENE
DEXTROAMPHETAMINE,RITONAVIR
DEXTROAMPHETAMINE,SELEGILINE
DEXTROAMPHETAMINE,SODIUM BICARBONATE
DEXTROAMPHETAMINE,TRAMADOL
ACETAZOLAMIDE,DEXTROAMPHETAMINE SACCHARATE
AMPHETAMINE,DEXTROAMPHETAMINE SACCHARATE
ASCORBIC ACID,DEXTROAMPHETAMINE SACCHARATE
BUSPIRONE,DEXTROAMPHETAMINE SACCHARATE
CHLORPROMAZINE,DEXTROAMPHETAMINE SACCHARATE
DEXTROAMPHETAMINE SACCHARATE,DOPAMINE
DEXTROAMPHETAMINE SACCHARATE,FENTANYL
DEXTROAMPHETAMINE SACCHARATE,FLUOXETINE
DEXTROAMPHETAMINE SACCHARATE,HALOPERIDOL
DEXTROAMPHETAMINE SACCHARATE,LINEZOLID
DEXTROAMPHETAMINE SACCHARATE,LITHIUM
DEXTROAMPHETAMINE SACCHARATE,LOVASTATIN
DEXTROAMPHETAMINE SACCHARATE,MEPERIDINE
DEXTROAMPHETAMINE SACCHARATE,METHYLENE BLUE
DEXTROAMPHETAMINE SACCHARATE,NOREPINEPHRINE
DEXTROAMPHETAMINE SACCHARATE,OMEPRAZOLE
DEXTROAMPHETAMINE SACCHARATE,PAROXETINE
DEXTROAMPHETAMINE SACCHARATE,PHENOBARBITAL
DEXTROAMPHETAMINE SACCHARATE,PHENYTOIN
DEXTROAMPHETAMINE SACCHARATE,PROPOXYPHENE
DEXTROAMPHETAMINE SACCHARATE,RITONAVIR
DEXTROAMPHETAMINE SACCHARATE,SELEGILINE
DEXTROAMPHETAMINE SACCHARATE,SODIUM BICARBONATE
DEXTROAMPHETAMINE SACCHARATE,TRAMADOL
ALCOHOL,DIAZEPAM
DIAZEPAM,FLUOXETINE
DIAZEPAM,FLUVOXAMINE
DIAZEPAM,KETOCONAZOLE
DIAZEPAM,OMEPRAZOLE
DIAZEPAM,PHENYTOIN
AMANTADINE,DICYCLOMINE
DICYCLOMINE,DIGOXIN
DICYCLOMINE,MEPERIDINE
DICYCLOMINE,METOCLOPRAMIDE
ACTIVATED CHARCOAL,DIGOXIN
CALCIUM,DIGOXIN
CHOLESTYRAMINE,DIGOXIN
CYCLOSPORINE,DIGOXIN
DICLOFENAC,DIGOXIN
DIGOXIN,DILTIAZEM
DIGOXIN,DOPAMINE
DIGOXIN,DRONEDARONE
DIGOXIN,EPINEPHRINE
DIGOXIN,ERYTHROMYCIN
DIGOXIN,ESOMEPRAZOLE
DIGOXIN,GENTAMICIN
DIGOXIN,IBUPROFEN
DIGOXIN,INDOMETHACIN
DIGOXIN,ITRACONAZOLE
DIGOXIN,IVABRADINE
DIGOXIN,KETOCONAZOLE
DIGOXIN,LANSOPRAZOLE
DIGOXIN,METFORMIN
DIGOXIN,METOCLOPRAMIDE
DIGOXIN,MIRABEGRON
DIGOXIN,NEFAZODONE
DIGOXIN,NIFEDIPINE
DIGOXIN,NOREPINEPHRINE
DIGOXIN,OMEPRAZOLE
DIGOXIN,OXYGEN
DIGOXIN,PHENYTOIN
DIGOXIN,POTASSIUM
DIGOXIN,PROPAFENONE
DIGOXIN,QUININE
DIGOXIN,RABEPRAZOLE
DIGOXIN,RANOLAZINE
DIGOXIN,RIFAMPIN
DIGOXIN,RITONAVIR
DIGOXIN,SOTALOL
DIGOXIN,SPIRONOLACTONE
DIGOXIN,SUCCINYLCHOLINE
DIGOXIN,SULFASALAZINE
DIGOXIN,TELAPREVIR
DIGOXIN,TELMISARTAN
DIGOXIN,TERIPARATIDE
DIGOXIN,THIAMINE
DIGOXIN,TOLVAPTAN
DIGOXIN,TRIMETHOPRIM
DIGOXIN,VERAPAMIL
ACETAMINOPHEN,DIHYDROCODEINE
ALCOHOL,DIHYDROCODEINE
ASPIRIN,DIHYDROCODEINE
BUPRENORPHINE,DIHYDROCODEINE
CAFFEINE,DIHYDROCODEINE
CARBAMAZEPINE,DIHYDROCODEINE
CIPROFLOXACIN,DIHYDROCODEINE
CODEINE,DIHYDROCODEINE
DIHYDROCODEINE,DISULFIRAM
DIHYDROCODEINE,PHENOBARBITAL
DIHYDROCODEINE,PHENYTOIN
DIHYDROCODEINE,WARFARIN
ALCOHOL,DILTIAZEM
BUSPIRONE,DILTIAZEM
CALCIUM,DILTIAZEM
CYCLOSPORINE,DILTIAZEM
DILTIAZEM,IVABRADINE
DILTIAZEM,LOVASTATIN
DILTIAZEM,MIDAZOLAM
DILTIAZEM,PRAVASTATIN
DILTIAZEM,PROPRANOLOL
DILTIAZEM,RANITIDINE
DILTIAZEM,RIFAMPIN
DILTIAZEM,SIMVASTATIN
DILTIAZEM,TRIAZOLAM
ASPIRIN,DIMETHYL
DIMETHYL,NATALIZUMAB
ASPIRIN,DIOSMIN
DIOSMIN,WARFARIN
ALCOHOL,DISULFIRAM
DISULFIRAM,ISONIAZID
DISULFIRAM,METRONIDAZOLE
DISULFIRAM,PHENYTOIN
AMITRIPTYLINE,DIVALPROEX
ASPIRIN,DIVALPROEX
CARBAMAZEPINE,DIVALPROEX
CLONAZEPAM,DIVALPROEX
DIAZEPAM,DIVALPROEX
DIVALPROEX,FOLIC ACID
DIVALPROEX,IMIPENEM
DIVALPROEX,LAMOTRIGINE
DIVALPROEX,MEROPENEM
DIVALPROEX,METHOTREXATE
DIVALPROEX,NORTRIPTYLINE
DIVALPROEX,PHENOBARBITAL
DIVALPROEX,PHENYTOIN
DIVALPROEX,PROPOFOL
DIVALPROEX,RIFAMPIN
DIVALPROEX,RITONAVIR
DIVALPROEX,TOPIRAMATE
DIVALPROEX,VALPROATE
DIVALPROEX,VALPROIC ACID
DIVALPROEX,WARFARIN
DIVALPROEX,ZIDOVUDINE
DEXTROSE,DOBUTAMINE
ALCOHOL,DOCETAXEL
CISPLATIN,DOCETAXEL
CYCLOPHOSPHAMIDE,DOCETAXEL
DOCETAXEL,DOXORUBICIN
DOCETAXEL,FLUOROURACIL
DOCETAXEL,KETOCONAZOLE
DOCETAXEL,PACLITAXEL
DOCETAXEL,RITONAVIR
ATAZANAVIR,DOLUTEGRAVIR
CALCIUM,DOLUTEGRAVIR
CARBAMAZEPINE,DOLUTEGRAVIR
DALFAMPRIDINE,DOLUTEGRAVIR
DOLUTEGRAVIR,EFAVIRENZ
DOLUTEGRAVIR,ETHINYL ESTRADIOL
DOLUTEGRAVIR,ETRAVIRINE
DOLUTEGRAVIR,FOSAMPRENAVIR
DOLUTEGRAVIR,LAMIVUDINE
DOLUTEGRAVIR,LOPINAVIR
DOLUTEGRAVIR,METFORMIN
DOLUTEGRAVIR,METHADONE
DOLUTEGRAVIR,MIDAZOLAM
DOLUTEGRAVIR,NEVIRAPINE
DOLUTEGRAVIR,OMEPRAZOLE
DOLUTEGRAVIR,OXCARBAZEPINE
DOLUTEGRAVIR,PHENOBARBITAL
DOLUTEGRAVIR,PHENYTOIN
DOLUTEGRAVIR,POTASSIUM
DOLUTEGRAVIR,PREDNISONE
DOLUTEGRAVIR,RIFAMPIN
DOLUTEGRAVIR,RILPIVIRINE
DOLUTEGRAVIR,RITONAVIR
DOLUTEGRAVIR,TENOFOVIR
DONEPEZIL,SUCCINYLCHOLINE
AMITRIPTYLINE,DOPAMINE
DESFLURANE,DOPAMINE
DEXTROSE,DOPAMINE
DOPAMINE,DOXEPIN
DOPAMINE,EPINEPHRINE
DOPAMINE,IMIPRAMINE
DOPAMINE,ISOFLURANE
DOPAMINE,LINEZOLID
DOPAMINE,NOREPINEPHRINE
DOPAMINE,NORTRIPTYLINE
DOPAMINE,RASAGILINE
DOPAMINE,SELEGILINE
DOPAMINE,SEVOFLURANE
DOPAMINE,SODIUM CHLORIDE
DOXAZOSIN,PRAZOSIN
DOXAZOSIN,TERAZOSIN
ALCOHOL,DOXEPIN
CALCIUM,DOXORUBICIN
CYCLOPHOSPHAMIDE,DOXORUBICIN
DOXORUBICIN,MERCAPTOPURINE
DOXORUBICIN,PACLITAXEL
DOXORUBICIN,POTASSIUM
DOXORUBICIN,PREDNISONE
DOXORUBICIN,TRASTUZUMAB
DOXORUBICIN,VINCRISTINE
CALCIUM,DOXYCYCLINE
DOXYCYCLINE,MAGNESIUM
DOXYCYCLINE,PHENYTOIN
ALCOHOL,DRONABINOL
AMIODARONE,DRONABINOL
AMITRIPTYLINE,DRONABINOL
AMOXAPINE,DRONABINOL
AMPHOTERICIN B,DRONABINOL
ATROPINE,DRONABINOL
BUSPIRONE,DRONABINOL
CLARITHROMYCIN,DRONABINOL
CYCLOSPORINE,DRONABINOL
DISULFIRAM,DRONABINOL
DRONABINOL,ERYTHROMYCIN
DRONABINOL,FLUCONAZOLE
DRONABINOL,ITRACONAZOLE
DRONABINOL,KETOCONAZOLE
DRONABINOL,LITHIUM
DRONABINOL,METRONIDAZOLE
DRONABINOL,RITONAVIR
DRONABINOL,WARFARIN
AMIODARONE,DRONEDARONE
CALCIUM,DRONEDARONE
CARBAMAZEPINE,DRONEDARONE
CLARITHROMYCIN,DRONEDARONE
CYCLOSPORINE,DRONEDARONE
DILTIAZEM,DRONEDARONE
DRONEDARONE,ERYTHROMYCIN
DRONEDARONE,ITRACONAZOLE
DRONEDARONE,KETOCONAZOLE
DRONEDARONE,MAGNESIUM
DRONEDARONE,METOPROLOL
DRONEDARONE,NEFAZODONE
DRONEDARONE,NIFEDIPINE
DRONEDARONE,PHENOBARBITAL
DRONEDARONE,PHENYTOIN
DRONEDARONE,POTASSIUM
DRONEDARONE,PROPRANOLOL
DRONEDARONE,RIFAMPIN
DRONEDARONE,RITONAVIR
DRONEDARONE,SIMVASTATIN
DRONEDARONE,SIROLIMUS
DRONEDARONE,TACROLIMUS
DRONEDARONE,TELITHROMYCIN
DRONEDARONE,VERAPAMIL
DRONEDARONE,VORICONAZOLE
DRONEDARONE,WARFARIN
DULAGLUTIDE,GLUCAGON
DULAGLUTIDE,LIRAGLUTIDE
DULAGLUTIDE,WARFARIN
ALCOHOL,DULOXETINE
AMITRIPTYLINE,DULOXETINE
ASPIRIN,DULOXETINE
BUSPIRONE,DULOXETINE
CAFFEINE,DULOXETINE
CIPROFLOXACIN,DULOXETINE
DULOXETINE,FAMOTIDINE
DULOXETINE,FENTANYL
DULOXETINE,FLUOXETINE
DULOXETINE,FLUVOXAMINE
DULOXETINE,IMIPRAMINE
DULOXETINE,LINEZOLID
DULOXETINE,LITHIUM
DULOXETINE,LORAZEPAM
DULOXETINE,MAGNESIUM
DULOXETINE,MEPERIDINE
DULOXETINE,METHADONE
DULOXETINE,METHYLENE BLUE
DULOXETINE,NOREPINEPHRINE
DULOXETINE,NORTRIPTYLINE
DULOXETINE,PAROXETINE
DULOXETINE,PROPAFENONE
DULOXETINE,TEMAZEPAM
DULOXETINE,THEOPHYLLINE
DULOXETINE,TRAMADOL
DULOXETINE,WARFARIN
CALCIUM,DURVALUMAB
CARBIMAZOLE,DURVALUMAB
CARBOPLATIN,DURVALUMAB
DURVALUMAB,INFLIXIMAB
DURVALUMAB,MYCOPHENOLATE
DURVALUMAB,PACLITAXEL
DURVALUMAB,PREDNISONE
DURVALUMAB,PROPYLTHIOURACIL
DURVALUMAB,TREMELIMUMAB
CALCIUM,DUTASTERIDE
CHOLESTYRAMINE,DUTASTERIDE
DIGOXIN,DUTASTERIDE
DILTIAZEM,DUTASTERIDE
DUTASTERIDE,FINASTERIDE
DUTASTERIDE,RITONAVIR
DUTASTERIDE,TAMSULOSIN
DUTASTERIDE,TERAZOSIN
DUTASTERIDE,VERAPAMIL
DUTASTERIDE,WARFARIN
ECONAZOLE,WARFARIN
ASPIRIN,EDOXABAN
EDOXABAN,NOREPINEPHRINE
EDOXABAN,RIFAMPIN
EDOXABAN,TRANEXAMIC ACID
EDOXABAN,WARFARIN
ABACAVIR,EFAVIRENZ
ALCOHOL,EFAVIRENZ
ATORVASTATIN,EFAVIRENZ
ATOVAQUONE,EFAVIRENZ
AZITHROMYCIN,EFAVIRENZ
CALCIUM,EFAVIRENZ
CARBAMAZEPINE,EFAVIRENZ
CETIRIZINE,EFAVIRENZ
CYCLOSPORINE,EFAVIRENZ
DILTIAZEM,EFAVIRENZ
EFAVIRENZ,EMTRICITABINE
EFAVIRENZ,ETHINYL ESTRADIOL
EFAVIRENZ,FAMOTIDINE
EFAVIRENZ,FELODIPINE
EFAVIRENZ,FLUCONAZOLE
EFAVIRENZ,FOSAMPRENAVIR
EFAVIRENZ,GLECAPREVIR
EFAVIRENZ,ITRACONAZOLE
EFAVIRENZ,KETOCONAZOLE
EFAVIRENZ,LAMIVUDINE
EFAVIRENZ,LOPINAVIR
EFAVIRENZ,LORAZEPAM
EFAVIRENZ,MAGNESIUM
EFAVIRENZ,MARAVIROC
EFAVIRENZ,METHADONE
EFAVIRENZ,NICARDIPINE
EFAVIRENZ,NIFEDIPINE
EFAVIRENZ,PAROXETINE
EFAVIRENZ,PHENOBARBITAL
EFAVIRENZ,PHENYTOIN
EFAVIRENZ,PIBRENTASVIR
EFAVIRENZ,POSACONAZOLE
EFAVIRENZ,PRAVASTATIN
EFAVIRENZ,RALTEGRAVIR
EFAVIRENZ,RIFAMPIN
EFAVIRENZ,RITONAVIR
EFAVIRENZ,SERTRALINE
EFAVIRENZ,SIMEPREVIR
EFAVIRENZ,SIMVASTATIN
EFAVIRENZ,SIROLIMUS
EFAVIRENZ,SOFOSBUVIR
EFAVIRENZ,TACROLIMUS
EFAVIRENZ,TENOFOVIR
EFAVIRENZ,TENOFOVIR DISOPROXIL
EFAVIRENZ,VELPATASVIR
EFAVIRENZ,VERAPAMIL
EFAVIRENZ,VORICONAZOLE
EFAVIRENZ,WARFARIN
EFAVIRENZ,ZIDOVUDINE
CARBAMAZEPINE,ELEXACAFTOR
CIPROFLOXACIN,ELEXACAFTOR
CLARITHROMYCIN,ELEXACAFTOR
CYCLOSPORINE,ELEXACAFTOR
DIGOXIN,ELEXACAFTOR
ELEXACAFTOR,ERYTHROMYCIN
ELEXACAFTOR,ETHINYL ESTRADIOL
ELEXACAFTOR,EVEROLIMUS
ELEXACAFTOR,FLUCONAZOLE
ELEXACAFTOR,GLIMEPIRIDE
ELEXACAFTOR,GLIPIZIDE
ELEXACAFTOR,GLYBURIDE
ELEXACAFTOR,ITRACONAZOLE
ELEXACAFTOR,IVACAFTOR
ELEXACAFTOR,KETOCONAZOLE
ELEXACAFTOR,PHENOBARBITAL
ELEXACAFTOR,PHENYTOIN
ELEXACAFTOR,POSACONAZOLE
ELEXACAFTOR,REPAGLINIDE
ELEXACAFTOR,RIFAMPIN
ELEXACAFTOR,SIROLIMUS
ELEXACAFTOR,TACROLIMUS
ELEXACAFTOR,TELITHROMYCIN
ELEXACAFTOR,TEZACAFTOR
ELEXACAFTOR,VORICONAZOLE
ELEXACAFTOR,WARFARIN
ATORVASTATIN,ELTROMBOPAG
AZACITIDINE,ELTROMBOPAG
BOSENTAN,ELTROMBOPAG
CALCIUM,ELTROMBOPAG
ELTROMBOPAG,EZETIMIBE
ELTROMBOPAG,FLUVASTATIN
ELTROMBOPAG,GLYBURIDE
ELTROMBOPAG,IMATINIB
ELTROMBOPAG,IRINOTECAN
ELTROMBOPAG,LOPINAVIR
ELTROMBOPAG,MAGNESIUM
ELTROMBOPAG,METHOTREXATE
ELTROMBOPAG,OLMESARTAN
ELTROMBOPAG,PITAVASTATIN
ELTROMBOPAG,PRAVASTATIN
ELTROMBOPAG,REPAGLINIDE
ELTROMBOPAG,RIBAVIRIN
ELTROMBOPAG,RIFAMPIN
ELTROMBOPAG,RITONAVIR
ELTROMBOPAG,ROSUVASTATIN
ELTROMBOPAG,SIMVASTATIN
ELTROMBOPAG,SULFASALAZINE
ELTROMBOPAG,TELAPREVIR
ELTROMBOPAG,VALSARTAN
ACYCLOVIR,ELVITEGRAVIR
ALFUZOSIN,ELVITEGRAVIR
AMIODARONE,ELVITEGRAVIR
AMITRIPTYLINE,ELVITEGRAVIR
AMLODIPINE,ELVITEGRAVIR
APIXABAN,ELVITEGRAVIR
ATORVASTATIN,ELVITEGRAVIR
BETAMETHASONE,ELVITEGRAVIR
BOSENTAN,ELVITEGRAVIR
BUDESONIDE,ELVITEGRAVIR
BUPRENORPHINE,ELVITEGRAVIR
BUPROPION,ELVITEGRAVIR
BUSPIRONE,ELVITEGRAVIR
CALCIUM,ELVITEGRAVIR
CARBAMAZEPINE,ELVITEGRAVIR
CLARITHROMYCIN,ELVITEGRAVIR
CLOPIDOGREL,ELVITEGRAVIR
CLORAZEPATE,ELVITEGRAVIR
COLCHICINE,ELVITEGRAVIR
CYCLOSPORINE,ELVITEGRAVIR
DEXAMETHASONE,ELVITEGRAVIR
DIAZEPAM,ELVITEGRAVIR
DIGOXIN,ELVITEGRAVIR
DILTIAZEM,ELVITEGRAVIR
EDOXABAN,ELVITEGRAVIR
ELVITEGRAVIR,EMTRICITABINE
ELVITEGRAVIR,ESTAZOLAM
ELVITEGRAVIR,ETHINYL ESTRADIOL
ELVITEGRAVIR,FAMCICLOVIR
ELVITEGRAVIR,FAMOTIDINE
ELVITEGRAVIR,FELODIPINE
ELVITEGRAVIR,FENTANYL
ELVITEGRAVIR,FLURAZEPAM
ELVITEGRAVIR,FLUTICASONE
ELVITEGRAVIR,GANCICLOVIR
ELVITEGRAVIR,GENTAMICIN
ELVITEGRAVIR,IMIPRAMINE
ELVITEGRAVIR,ITRACONAZOLE
ELVITEGRAVIR,KETOCONAZOLE
ELVITEGRAVIR,LEDIPASVIR
ELVITEGRAVIR,LIDOCAINE
ELVITEGRAVIR,LOVASTATIN
ELVITEGRAVIR,LURASIDONE
ELVITEGRAVIR,METHADONE
ELVITEGRAVIR,METHYLPREDNISOLONE
ELVITEGRAVIR,METOPROLOL
ELVITEGRAVIR,MIDAZOLAM
ELVITEGRAVIR,NALOXONE
ELVITEGRAVIR,NICARDIPINE
ELVITEGRAVIR,NIFEDIPINE
ELVITEGRAVIR,NORTRIPTYLINE
ELVITEGRAVIR,OMEPRAZOLE
ELVITEGRAVIR,OXCARBAZEPINE
ELVITEGRAVIR,PAROXETINE
ELVITEGRAVIR,PHENOBARBITAL
ELVITEGRAVIR,PHENYTOIN
ELVITEGRAVIR,PRASUGREL
ELVITEGRAVIR,PREDNISOLONE
ELVITEGRAVIR,PREDNISONE
ELVITEGRAVIR,PROPAFENONE
ELVITEGRAVIR,QUETIAPINE
ELVITEGRAVIR,RIFAMPIN
ELVITEGRAVIR,RISPERIDONE
ELVITEGRAVIR,RIVAROXABAN
ELVITEGRAVIR,SALMETEROL
ELVITEGRAVIR,SERTRALINE
ELVITEGRAVIR,SILDENAFIL
ELVITEGRAVIR,SIMVASTATIN
ELVITEGRAVIR,SIROLIMUS
ELVITEGRAVIR,SOFOSBUVIR
ELVITEGRAVIR,TACROLIMUS
ELVITEGRAVIR,TADALAFIL
ELVITEGRAVIR,TELITHROMYCIN
ELVITEGRAVIR,TENOFOVIR
ELVITEGRAVIR,TENOFOVIR ALAFENAMIDE
ELVITEGRAVIR,TENOFOVIR DISOPROXIL
