quarter,era,member,kind,table,uncompressed_bytes
2013q2,faers_early,ascii/ASC_NTS.doc,documentation,,180224
2013q2,faers_early,ascii/demo13q2.pdf,documentation,,145550
2013q2,faers_early,ascii/DEMO13Q2.txt,table,demo,20977372
2013q2,faers_early,ascii/drug13q2.pdf,documentation,,394072
2013q2,faers_early,ascii/DRUG13Q2.txt,table,drug,41010923
2013q2,faers_early,ascii/indi13q2.pdf,documentation,,63610
2013q2,faers_early,ascii/INDI13Q2.txt,table,indi,13777313
2013q2,faers_early,ascii/outc13q2.pdf,documentation,,69075
2013q2,faers_early,ascii/OUTC13Q2.txt,table,outc,2911802
2013q2,faers_early,ascii/reac13q2.pdf,documentation,,56660
2013q2,faers_early,ascii/REAC13Q2.txt,table,reac,18863720
2013q2,faers_early,ascii/rpsr13q2.pdf,documentation,,66372
2013q2,faers_early,ascii/RPSR13Q2.txt,table,rpsr,582778
2013q2,faers_early,ascii/ther13q2.pdf,documentation,,61841
2013q2,faers_early,ascii/THER13Q2.txt,table,ther,8184656
2013q2,faers_early,FAQs.doc,documentation,,64512
2013q2,faers_early,Readme.doc,documentation,,59392
2013q3,faers_early,ASCII/,directory,,0
2013q3,faers_early,ASCII/ASC_NTS.doc,documentation,,180224
2013q3,faers_early,ASCII/demo13q3-508.pdf,documentation,,137659
2013q3,faers_early,ASCII/DEMO13Q3.txt,table,demo,22740103
2013q3,faers_early,ASCII/drug13q3-508.pdf,documentation,,213973
2013q3,faers_early,ASCII/DRUG13Q3.txt,table,drug,44566305
2013q3,faers_early,ASCII/indi13q3-508.pdf,documentation,,47707
2013q3,faers_early,ASCII/INDI13Q3.txt,table,indi,15537204
2013q3,faers_early,ASCII/outc13q3-508.pdf,documentation,,58693
2013q3,faers_early,ASCII/OUTC13Q3.txt,table,outc,3097719
2013q3,faers_early,ASCII/reac13q3-508.pdf,documentation,,46790
2013q3,faers_early,ASCII/REAC13Q3.txt,table,reac,20206355
2013q3,faers_early,ASCII/rpsr13q3-508.pdf,documentation,,60619
2013q3,faers_early,ASCII/RPSR13Q3.txt,table,rpsr,533929
2013q3,faers_early,ASCII/ther13q3-508.pdf,documentation,,52174
2013q3,faers_early,ASCII/THER13Q3.txt,table,ther,8650829
2013q3,faers_early,FAQs.doc,documentation,,64512
2013q3,faers_early,Readme.doc,documentation,,59904
2013q4,faers_early,ascii/,directory,,0
2013q4,faers_early,ascii/ASC_NTS.doc,documentation,,179200
2013q4,faers_early,ascii/demo13q4.pdf,documentation,,114502
2013q4,faers_early,ascii/DEMO13Q4.txt,table,demo,28208108
2013q4,faers_early,ascii/drug13q4.pdf,documentation,,275677
2013q4,faers_early,ascii/DRUG13Q4.txt,table,drug,54364934
2013q4,faers_early,ascii/indi13q4.pdf,documentation,,46318
2013q4,faers_early,ascii/INDI13Q4.txt,table,indi,18167669
2013q4,faers_early,ascii/outc13q4.pdf,documentation,,51434
2013q4,faers_early,ascii/OUTC13Q4.txt,table,outc,3244492
2013q4,faers_early,ascii/reac13q4.pdf,documentation,,46216
2013q4,faers_early,ascii/REAC13Q4.txt,table,reac,23842326
2013q4,faers_early,ascii/rpsr13q4.pdf,documentation,,26220
2013q4,faers_early,ascii/RPSR13Q4.txt,table,rpsr,572202
2013q4,faers_early,ascii/ther13q4.pdf,documentation,,26625
2013q4,faers_early,ascii/THER13Q4.txt,table,ther,10036402
2013q4,faers_early,FAQs.doc,documentation,,69632
2013q4,faers_early,Readme.doc,documentation,,59392
2014q1,faers_early,ascii/,directory,,0
2014q1,faers_early,ascii/ASC_NTS.doc,documentation,,179200
2014q1,faers_early,ascii/demo14q1.pdf,documentation,,85042
2014q1,faers_early,ascii/DEMO14Q1.txt,table,demo,32645439
2014q1,faers_early,ascii/drug14q1.pdf,documentation,,226628
2014q1,faers_early,ascii/DRUG14Q1.txt,table,drug,65643717
2014q1,faers_early,ascii/indi14q1.pdf,documentation,,47717
2014q1,faers_early,ascii/INDI14Q1.txt,table,indi,25558311
2014q1,faers_early,ascii/outc14q1.pdf,documentation,,52573
2014q1,faers_early,ascii/OUTC14Q1.txt,table,outc,3646825
2014q1,faers_early,ascii/reac14q1.pdf,documentation,,45534
2014q1,faers_early,ascii/REAC14Q1.txt,table,reac,26322609
2014q1,faers_early,ascii/rpsr14q1.pdf,documentation,,54742
2014q1,faers_early,ascii/RPSR14Q1.txt,table,rpsr,844524
2014q1,faers_early,ascii/ther14q1.pdf,documentation,,52475
2014q1,faers_early,ascii/THER14Q1.txt,table,ther,11380588
2014q1,faers_early,FAQs.doc,documentation,,71680
2014q1,faers_early,Readme.doc,documentation,,59392
2014q2,faers_early,ascii/,directory,,0
2014q2,faers_early,ascii/ASC_NTS.doc,documentation,,180224
2014q2,faers_early,ascii/demo14q2.pdf,documentation,,148024
2014q2,faers_early,ascii/DEMO14Q2.txt,table,demo,28309653
2014q2,faers_early,ascii/drug14q2.pdf,documentation,,364574
2014q2,faers_early,ascii/DRUG14Q2.txt,table,drug,51523678
2014q2,faers_early,ascii/indi14q2.pdf,documentation,,58855
2014q2,faers_early,ascii/INDI14Q2.txt,table,indi,18526184
2014q2,faers_early,ascii/outc14q2.pdf,documentation,,59168
2014q2,faers_early,ascii/OUTC14Q2.txt,table,outc,4037360
2014q2,faers_early,ascii/reac14q2.pdf,documentation,,46921
2014q2,faers_early,ascii/REAC14Q2.txt,table,reac,23870576
2014q2,faers_early,ascii/rpsr14q2.pdf,documentation,,63077
2014q2,faers_early,ascii/RPSR14Q2.txt,table,rpsr,524741
2014q2,faers_early,ascii/ther14q2.pdf,documentation,,52401
2014q2,faers_early,ascii/THER14Q2.txt,table,ther,9576541
2014q2,faers_early,FAQs.doc,documentation,,72192
2014q2,faers_early,Readme.doc,documentation,,59904
2014q3,faers_modern,ascii/,directory,,0
2014q3,faers_modern,ascii/ASC_NTS.pdf,documentation,,745369
2014q3,faers_modern,ascii/demo14q3.pdf,documentation,,167463
2014q3,faers_modern,ascii/DEMO14Q3.txt,table,demo,29223851
2014q3,faers_modern,ascii/drug14q3.pdf,documentation,,458142
2014q3,faers_modern,ascii/DRUG14Q3.txt,table,drug,64517885
2014q3,faers_modern,ascii/indi14q3.pdf,documentation,,54406
2014q3,faers_modern,ascii/INDI14Q3.txt,table,indi,18971283
2014q3,faers_modern,ascii/outc14q3.pdf,documentation,,54387
2014q3,faers_modern,ascii/OUTC14Q3.txt,table,outc,3861179
2014q3,faers_modern,ascii/reac14q3.pdf,documentation,,53000
2014q3,faers_modern,ascii/REAC14Q3.txt,table,reac,25020495
2014q3,faers_modern,ascii/rpsr14q3.pdf,documentation,,63193
2014q3,faers_modern,ascii/RPSR14Q3.txt,table,rpsr,567643
2014q3,faers_modern,ascii/ther14q.pdf,documentation,,52509
2014q3,faers_modern,ascii/THER14Q3.txt,table,ther,9744737
2014q3,faers_modern,FAQs.pdf,documentation,,47882
2014q3,faers_modern,Readme.pdf,documentation,,45932
2014q4,faers_modern,ascii/,directory,,0
2014q4,faers_modern,ascii/ASC_NTS.pdf,documentation,,521232
2014q4,faers_modern,ascii/demo14q4.pdf,documentation,,209313
2014q4,faers_modern,ascii/DEMO14Q4.txt,table,demo,29202383
2014q4,faers_modern,ascii/drug14q4.pdf,documentation,,295288
2014q4,faers_modern,ascii/DRUG14Q4.txt,table,drug,64136328
2014q4,faers_modern,ascii/indi14q4.pdf,documentation,,65756
2014q4,faers_modern,ascii/INDI14Q4.txt,table,indi,19912567
2014q4,faers_modern,ascii/outc14q4.pdf,documentation,,77887
2014q4,faers_modern,ascii/OUTC14Q4.txt,table,outc,3827909
2014q4,faers_modern,ascii/reac14q4.pdf,documentation,,71337
2014q4,faers_modern,ascii/REAC14Q4.txt,table,reac,23844821
2014q4,faers_modern,ascii/rpsr14q4.pdf,documentation,,73997
2014q4,faers_modern,ascii/RPSR14Q4.txt,table,rpsr,545749
2014q4,faers_modern,ascii/ther14q4.pdf,documentation,,69578
2014q4,faers_modern,ascii/THER14Q4.txt,table,ther,9788555
2014q4,faers_modern,FAQs.pdf,documentation,,63257
2014q4,faers_modern,Readme.pdf,documentation,,47956
2015q1,faers_modern,ascii/,directory,,0
2015q1,faers_modern,ascii/ASC_NTS.pdf,documentation,,557155
2015q1,faers_modern,ascii/demo15q1.pdf,documentation,,167059
2015q1,faers_modern,ascii/DEMO15Q1.txt,table,demo,45779911
2015q1,faers_modern,ascii/drug15q1.pdf,documentation,,150163
2015q1,faers_modern,ascii/DRUG15Q1.txt,table,drug,101137506
2015q1,faers_modern,ascii/indi15q1.pdf,documentation,,52477
2015q1,faers_modern,ascii/INDI15Q1.txt,table,indi,35020771
2015q1,faers_modern,ascii/outc15q1.pdf,documentation,,64422
2015q1,faers_modern,ascii/OUTC15Q1.txt,table,outc,5451564
2015q1,faers_modern,ascii/reac15q1.pdf,documentation,,56374
2015q1,faers_modern,ascii/REAC15Q1.txt,table,reac,32991330
2015q1,faers_modern,ascii/rpsr15q1.pdf,documentation,,62251
2015q1,faers_modern,ascii/RPSR15Q1.txt,table,rpsr,659763
2015q1,faers_modern,ascii/ther15q1.pdf,documentation,,52004
2015q1,faers_modern,ascii/THER15Q1.txt,table,ther,13456453
2015q1,faers_modern,FAQs.pdf,documentation,,112184
2015q1,faers_modern,Readme.pdf,documentation,,87199
2015q2,faers_modern,ascii/,directory,,0
2015q2,faers_modern,ascii/ASC_NTS.pdf,documentation,,557155
2015q2,faers_modern,ascii/demo15q2.pdf,documentation,,171606
2015q2,faers_modern,ascii/DEMO15Q2.txt,table,demo,40104744
2015q2,faers_modern,ascii/drug15q2.pdf,documentation,,355987
2015q2,faers_modern,ascii/DRUG15Q2.txt,table,drug,92590225
2015q2,faers_modern,ascii/indi15q2.pdf,documentation,,47032
2015q2,faers_modern,ascii/INDI15Q2.txt,table,indi,30473882
2015q2,faers_modern,ascii/outc15q2.pdf,documentation,,52673
2015q2,faers_modern,ascii/OUTC15Q2.txt,table,outc,4587429
2015q2,faers_modern,ascii/reac15q2.pdf,documentation,,46712
2015q2,faers_modern,ascii/REAC15Q2.txt,table,reac,31843625
2015q2,faers_modern,ascii/rpsr15q2.pdf,documentation,,60741
2015q2,faers_modern,ascii/RPSR15Q2.txt,table,rpsr,478824
2015q2,faers_modern,ascii/ther15q2.pdf,documentation,,64919
2015q2,faers_modern,ascii/THER15Q2.txt,table,ther,13377540
2015q2,faers_modern,FAQs.pdf,documentation,,112184
2015q2,faers_modern,Readme.pdf,documentation,,87199
2015q3,faers_modern,ascii/,directory,,0
2015q3,faers_modern,ascii/ASC_NTS.pdf,documentation,,557155
2015q3,faers_modern,ascii/demo15q3.pdf,documentation,,127697
2015q3,faers_modern,ascii/DEMO15Q3.txt,table,demo,55000360
2015q3,faers_modern,ascii/drug15q3.pdf,documentation,,228496
2015q3,faers_modern,ascii/DRUG15Q3.txt,table,drug,120594775
2015q3,faers_modern,ascii/indi15q3.pdf,documentation,,46999
2015q3,faers_modern,ascii/INDI15Q3.txt,table,indi,37629710
2015q3,faers_modern,ascii/outc15q3.pdf,documentation,,59080
2015q3,faers_modern,ascii/OUTC15Q3.txt,table,outc,4885726
2015q3,faers_modern,ascii/reac15q3.pdf,documentation,,52816
2015q3,faers_modern,ascii/REAC15Q3.txt,table,reac,42333511
2015q3,faers_modern,ascii/rpsr15q3.pdf,documentation,,61364
2015q3,faers_modern,ascii/RPSR15Q3.txt,table,rpsr,281523
2015q3,faers_modern,ascii/ther15q3.pdf,documentation,,57180
2015q3,faers_modern,ascii/THER15Q3.txt,table,ther,17617114
2015q3,faers_modern,FAQs.pdf,documentation,,112184
2015q3,faers_modern,Readme.pdf,documentation,,87199
2015q4,faers_modern,ascii/,directory,,0
2015q4,faers_modern,ascii/ASC_NTS.pdf,documentation,,498448
2015q4,faers_modern,ascii/demo15q4.pdf,documentation,,189961
2015q4,faers_modern,ascii/DEMO15Q4.txt,table,demo,44658563
2015q4,faers_modern,ascii/drug15q4.pdf,documentation,,238272
2015q4,faers_modern,ascii/DRUG15Q4.txt,table,drug,100105690
2015q4,faers_modern,ascii/indi15q4.pdf,documentation,,58808
2015q4,faers_modern,ascii/INDI15Q4.txt,table,indi,33564753
2015q4,faers_modern,ascii/outc15q4.pdf,documentation,,63921
2015q4,faers_modern,ascii/OUTC15Q4.txt,table,outc,4703944
2015q4,faers_modern,ascii/reac15q4.pdf,documentation,,62541
2015q4,faers_modern,ascii/REAC15Q4.txt,table,reac,36309065
2015q4,faers_modern,ascii/rpsr15q4.pdf,documentation,,67646
2015q4,faers_modern,ascii/RPSR15Q4.txt,table,rpsr,131812
2015q4,faers_modern,ascii/ther15q4.pdf,documentation,,70085
2015q4,faers_modern,ascii/THER15Q4.txt,table,ther,14444834
2015q4,faers_modern,FAQs.pdf,documentation,,111042
2015q4,faers_modern,Readme.pdf,documentation,,101684
2016q1,faers_modern,ascii/,directory,,0
2016q1,faers_modern,ascii/ASC_NTS.pdf,documentation,,305113
2016q1,faers_modern,ascii/demo16q1.pdf,documentation,,104678
2016q1,faers_modern,ascii/DEMO16Q1.txt,table,demo,51731887
2016q1,faers_modern,ascii/drug16q1.pdf,documentation,,258440
2016q1,faers_modern,ascii/DRUG16Q1.txt,table,drug,113025345
2016q1,faers_modern,ascii/indi16q1.pdf,documentation,,54062
2016q1,faers_modern,ascii/INDI16Q1.txt,table,indi,41650173
2016q1,faers_modern,ascii/out16q1.pdf,documentation,,54166
2016q1,faers_modern,ascii/OUTC16Q1.txt,table,outc,4825800
2016q1,faers_modern,ascii/reac16q1.pdf,documentation,,51505
2016q1,faers_modern,ascii/REAC16Q1.txt,table,reac,38243135
2016q1,faers_modern,ascii/rpsr16q1.pdf,documentation,,56395
2016q1,faers_modern,ascii/RPSR16Q1.txt,table,rpsr,149803
2016q1,faers_modern,ascii/ther16q1.pdf,documentation,,57136
2016q1,faers_modern,ascii/THER16Q1.txt,table,ther,16512504
2016q1,faers_modern,FAQs.pdf,documentation,,239444
2016q1,faers_modern,Readme.pdf,documentation,,101684
2016q2,faers_modern,ascii/,directory,,0
2016q2,faers_modern,ascii/ASC_NTS.pdf,documentation,,305113
2016q2,faers_modern,ascii/demo16q2.pdf,documentation,,128547
2016q2,faers_modern,ascii/DEMO16Q2.txt,table,demo,43420538
2016q2,faers_modern,ascii/drug16q2.pdf,documentation,,376938
2016q2,faers_modern,ascii/DRUG16Q2.txt,table,drug,106079656
2016q2,faers_modern,ascii/indi16q2.pdf,documentation,,146743
2016q2,faers_modern,ascii/INDI16Q2.txt,table,indi,38337775
2016q2,faers_modern,ascii/outc16q2.pdf,documentation,,162341
2016q2,faers_modern,ascii/OUTC16Q2.txt,table,outc,5024608
2016q2,faers_modern,ascii/reac16q2.pdf,documentation,,86467
2016q2,faers_modern,ascii/REAC16Q2.txt,table,reac,34559003
2016q2,faers_modern,ascii/rpsr16q2.pdf,documentation,,164410
2016q2,faers_modern,ascii/RPSR16Q2.txt,table,rpsr,217372
2016q2,faers_modern,ascii/ther16q2.pdf,documentation,,154069
2016q2,faers_modern,ascii/THER16Q2.txt,table,ther,16794717
2016q2,faers_modern,FAQs.pdf,documentation,,239444
2016q2,faers_modern,Readme.pdf,documentation,,101684
2016q3,faers_modern,ascii/,directory,,0
2016q3,faers_modern,ascii/ASC_NTS.pdf,documentation,,498448
2016q3,faers_modern,ascii/demo16q3.pdf,documentation,,122549
2016q3,faers_modern,ascii/DEMO16Q3.txt,table,demo,43349590
2016q3,faers_modern,ascii/drug16q3.pdf,documentation,,102869
2016q3,faers_modern,ascii/DRUG16Q3.txt,table,drug,115812366
2016q3,faers_modern,ascii/indi16q3.pdf,documentation,,42416
2016q3,faers_modern,ascii/INDI16Q3.txt,table,indi,39089739
2016q3,faers_modern,ascii/outc16q3.pdf,documentation,,59448
2016q3,faers_modern,ascii/OUTC16Q3.txt,table,outc,5083287
2016q3,faers_modern,ascii/reac16q3.pdf,documentation,,41374
2016q3,faers_modern,ascii/REAC16Q3.txt,table,reac,35443308
2016q3,faers_modern,ascii/rpsr16q3.pdf,documentation,,52906
2016q3,faers_modern,ascii/RPSR16Q3.txt,table,rpsr,169403
2016q3,faers_modern,ascii/ther16q3.pdf,documentation,,35762
2016q3,faers_modern,ascii/THER16Q3.txt,table,ther,17529546
2016q3,faers_modern,FAQs.pdf,documentation,,148513
2016q3,faers_modern,Readme.pdf,documentation,,101684
2016q4,faers_modern,ascii/,directory,,0
